#CCCD,CCPD
259.74241831579303,252.00000006260782
257.74589134430744,252.00000006260782
261.501807581769,252.00000006260782
252.09218901501643,252.00000006260782
262.8608685327449,252.00000006260782
264.486885060947,252.00000006260782
262.5985969685433,252.00000006260782
258.1999365013048,250.00000006250784
265.5108847211847,252.00000006260782
232.9123733540709,248.00000006240785
266.4086852904734,252.00000006260782
264.6568994122767,252.00000006260782
251.72413077462986,246.00000006230786
259.9706570159226,252.00000006260782
253.1746092561016,252.00000006260782
260.44428632053416,250.00000006250784
263.4608965163302,250.00000006250784
261.37483541422824,252.00000006260782
266.3681323119631,254.0000000627078
266.61092205007367,252.00000006260782
255.69767626697413,252.00000006260782
274.43817356493116,252.00000006260782
259.74241831579303,252.00000006260782
257.74589134430744,252.00000006260782
261.501807581769,252.00000006260782
252.09218901501643,252.00000006260782
262.8608685327449,252.00000006260782
264.486885060947,252.00000006260782
262.5985969685433,252.00000006260782
258.1999365013048,250.00000006250784
265.5108847211847,252.00000006260782
232.9123733540709,248.00000006240785
266.4086852904734,252.00000006260782
264.6568994122767,252.00000006260782
251.72413077462986,246.00000006230786
259.9706570159226,252.00000006260782
253.1746092561016,252.00000006260782
260.44428632053416,250.00000006250784
263.4608965163302,250.00000006250784
261.37483541422824,252.00000006260782
266.3681323119631,254.0000000627078
266.61092205007367,252.00000006260782
255.69767626697413,252.00000006260782
274.43817356493116,252.00000006260782
259.74241831579303,252.00000006260782
257.74589134430744,252.00000006260782
261.501807581769,252.00000006260782
252.09218901501643,252.00000006260782
262.8608685327449,252.00000006260782
264.486885060947,252.00000006260782
262.5985969685433,252.00000006260782
258.1999365013048,250.00000006250784
265.5108847211847,252.00000006260782
232.9123733540709,248.00000006240785
266.4086852904734,252.00000006260782
264.6568994122767,252.00000006260782
251.72413077462986,246.00000006230786
259.9706570159226,252.00000006260782
253.1746092561016,252.00000006260782
260.44428632053416,250.00000006250784
263.4608965163302,250.00000006250784
261.37483541422824,252.00000006260782
266.3681323119631,254.0000000627078
266.61092205007367,252.00000006260782
255.69767626697413,252.00000006260782
274.43817356493116,252.00000006260782
259.74241831579303,252.00000006260782
257.74589134430744,252.00000006260782
261.501807581769,252.00000006260782
252.09218901501643,252.00000006260782
262.8608685327449,252.00000006260782
264.486885060947,252.00000006260782
262.5985969685433,252.00000006260782
258.1999365013048,250.00000006250784
265.5108847211847,252.00000006260782
232.9123733540709,248.00000006240785
266.4086852904734,252.00000006260782
264.6568994122767,252.00000006260782
251.72413077462986,246.00000006230786
259.9706570159226,252.00000006260782
253.1746092561016,252.00000006260782
260.44428632053416,250.00000006250784
263.4608965163302,250.00000006250784
261.37483541422824,252.00000006260782
266.3681323119631,254.0000000627078
266.61092205007367,252.00000006260782
255.69767626697413,252.00000006260782
274.43817356493116,252.00000006260782
259.74241831579303,252.00000006260782
257.74589134430744,252.00000006260782
261.501807581769,252.00000006260782
252.09218901501643,252.00000006260782
262.8608685327449,252.00000006260782
264.486885060947,252.00000006260782
262.5985969685433,252.00000006260782
258.1999365013048,250.00000006250784
265.5108847211847,252.00000006260782
232.9123733540709,248.00000006240785
266.4086852904734,252.00000006260782
264.6568994122767,252.00000006260782
251.72413077462986,246.00000006230786
259.9706570159226,252.00000006260782
253.1746092561016,252.00000006260782
260.44428632053416,250.00000006250784
263.4608965163302,250.00000006250784
261.37483541422824,252.00000006260782
266.3681323119631,254.0000000627078
266.61092205007367,252.00000006260782
255.69767626697413,252.00000006260782
274.43817356493116,252.00000006260782
259.74241831579303,252.00000006260782
257.74589134430744,252.00000006260782
261.501807581769,252.00000006260782
252.09218901501643,252.00000006260782
262.8608685327449,252.00000006260782
264.486885060947,252.00000006260782
262.5985969685433,252.00000006260782
258.1999365013048,250.00000006250784
265.5108847211847,252.00000006260782
232.9123733540709,248.00000006240785
266.4086852904734,252.00000006260782
264.6568994122767,252.00000006260782
251.72413077462986,246.00000006230786
259.9706570159226,252.00000006260782
253.1746092561016,252.00000006260782
260.44428632053416,250.00000006250784
263.4608965163302,250.00000006250784
261.37483541422824,252.00000006260782
266.3681323119631,254.0000000627078
266.61092205007367,252.00000006260782
255.69767626697413,252.00000006260782
274.43817356493116,252.00000006260782
259.74241831579303,252.00000006260782
257.74589134430744,252.00000006260782
261.501807581769,252.00000006260782
252.09218901501643,252.00000006260782
262.8608685327449,252.00000006260782
264.486885060947,252.00000006260782
262.5985969685433,252.00000006260782
258.1999365013048,250.00000006250784
265.5108847211847,252.00000006260782
232.9123733540709,248.00000006240785
266.4086852904734,252.00000006260782
264.6568994122767,252.00000006260782
251.72413077462986,246.00000006230786
259.9706570159226,252.00000006260782
253.1746092561016,252.00000006260782
260.44428632053416,250.00000006250784
263.4608965163302,250.00000006250784
261.37483541422824,252.00000006260782
266.3681323119631,254.0000000627078
266.61092205007367,252.00000006260782
255.69767626697413,252.00000006260782
274.43817356493116,252.00000006260782
259.74241831579303,252.00000006260782
257.74589134430744,252.00000006260782
261.501807581769,252.00000006260782
252.09218901501643,252.00000006260782
262.8608685327449,252.00000006260782
264.486885060947,252.00000006260782
262.5985969685433,252.00000006260782
258.1999365013048,250.00000006250784
265.5108847211847,252.00000006260782
232.9123733540709,248.00000006240785
266.4086852904734,252.00000006260782
264.6568994122767,252.00000006260782
251.72413077462986,246.00000006230786
259.9706570159226,252.00000006260782
253.1746092561016,252.00000006260782
260.44428632053416,250.00000006250784
263.4608965163302,250.00000006250784
261.37483541422824,252.00000006260782
266.3681323119631,254.0000000627078
266.61092205007367,252.00000006260782
255.69767626697413,252.00000006260782
274.43817356493116,252.00000006260782
259.74241831579303,252.00000006260782
257.74589134430744,252.00000006260782
261.501807581769,252.00000006260782
252.09218901501643,252.00000006260782
262.8608685327449,252.00000006260782
264.486885060947,252.00000006260782
262.5985969685433,252.00000006260782
258.1999365013048,250.00000006250784
265.5108847211847,252.00000006260782
232.9123733540709,248.00000006240785
266.4086852904734,252.00000006260782
264.6568994122767,252.00000006260782
251.72413077462986,246.00000006230786
259.9706570159226,252.00000006260782
253.1746092561016,252.00000006260782
260.44428632053416,250.00000006250784
263.4608965163302,250.00000006250784
261.37483541422824,252.00000006260782
266.3681323119631,254.0000000627078
266.61092205007367,252.00000006260782
255.69767626697413,252.00000006260782
274.43817356493116,252.00000006260782
259.74241831579303,252.00000006260782
257.74589134430744,252.00000006260782
261.501807581769,252.00000006260782
252.09218901501643,252.00000006260782
262.8608685327449,252.00000006260782
264.486885060947,252.00000006260782
262.5985969685433,252.00000006260782
258.1999365013048,250.00000006250784
265.5108847211847,252.00000006260782
232.9123733540709,248.00000006240785
266.4086852904734,252.00000006260782
264.6568994122767,252.00000006260782
251.72413077462986,246.00000006230786
259.9706570159226,252.00000006260782
253.1746092561016,252.00000006260782
260.44428632053416,250.00000006250784
263.4608965163302,250.00000006250784
261.37483541422824,252.00000006260782
266.3681323119631,254.0000000627078
266.61092205007367,252.00000006260782
255.69767626697413,252.00000006260782
274.43817356493116,252.00000006260782
259.74241831579303,252.00000006260782
257.74589134430744,252.00000006260782
261.501807581769,252.00000006260782
252.09218901501643,252.00000006260782
262.8608685327449,252.00000006260782
264.486885060947,252.00000006260782
262.5985969685433,252.00000006260782
258.1999365013048,250.00000006250784
265.5108847211847,252.00000006260782
232.9123733540709,248.00000006240785
266.4086852904734,252.00000006260782
