#CCCD,CCPD
256.704310080269,250.00000006250784
258.8399792391873,252.00000006260782
256.704310080269,250.00000006250784
258.8399792391873,252.00000006260782
256.704310080269,250.00000006250784
258.8399792391873,252.00000006260782
256.704310080269,250.00000006250784
258.8399792391873,252.00000006260782
256.704310080269,250.00000006250784
258.8399792391873,252.00000006260782
256.704310080269,250.00000006250784
258.8399792391873,252.00000006260782
256.704310080269,250.00000006250784
258.8399792391873,252.00000006260782
256.704310080269,250.00000006250784
258.8399792391873,252.00000006260782
256.704310080269,250.00000006250784
258.8399792391873,252.00000006260782
256.704310080269,250.00000006250784
258.8399792391873,252.00000006260782
256.704310080269,250.00000006250784
258.8399792391873,252.00000006260782
256.704310080269,250.00000006250784
258.8399792391873,252.00000006260782
256.704310080269,250.00000006250784
258.8399792391873,252.00000006260782
256.704310080269,250.00000006250784
258.8399792391873,252.00000006260782
256.704310080269,250.00000006250784
258.8399792391873,252.00000006260782
256.704310080269,250.00000006250784
258.8399792391873,252.00000006260782
256.704310080269,250.00000006250784
258.8399792391873,252.00000006260782
256.704310080269,250.00000006250784
258.8399792391873,252.00000006260782
256.704310080269,250.00000006250784
258.8399792391873,252.00000006260782
256.704310080269,250.00000006250784
258.8399792391873,252.00000006260782
256.704310080269,250.00000006250784
258.8399792391873,252.00000006260782
256.704310080269,250.00000006250784
258.8399792391873,252.00000006260782
256.704310080269,250.00000006250784
258.8399792391873,252.00000006260782
256.704310080269,250.00000006250784
258.8399792391873,252.00000006260782
256.704310080269,250.00000006250784
258.8399792391873,252.00000006260782
256.704310080269,250.00000006250784
258.8399792391873,252.00000006260782
256.704310080269,250.00000006250784
258.8399792391873,252.00000006260782
256.704310080269,250.00000006250784
258.8399792391873,252.00000006260782
256.704310080269,250.00000006250784
258.8399792391873,252.00000006260782
256.704310080269,250.00000006250784
258.8399792391873,252.00000006260782
256.704310080269,250.00000006250784
258.8399792391873,252.00000006260782
256.704310080269,250.00000006250784
258.8399792391873,252.00000006260782
256.704310080269,250.00000006250784
258.8399792391873,252.00000006260782
256.704310080269,250.00000006250784
258.8399792391873,252.00000006260782
256.704310080269,250.00000006250784
258.8399792391873,252.00000006260782
256.704310080269,250.00000006250784
258.8399792391873,252.00000006260782
256.704310080269,250.00000006250784
258.8399792391873,252.00000006260782
256.704310080269,250.00000006250784
258.8399792391873,252.00000006260782
256.704310080269,250.00000006250784
258.8399792391873,252.00000006260782
256.704310080269,250.00000006250784
258.8399792391873,252.00000006260782
261.80534296986775,250.00000006250784
245.28350817258482,250.00000006250784
261.80534296986775,250.00000006250784
245.28350817258482,250.00000006250784
261.80534296986775,250.00000006250784
245.28350817258482,250.00000006250784
261.80534296986775,250.00000006250784
245.28350817258482,250.00000006250784
261.80534296986775,250.00000006250784
245.28350817258482,250.00000006250784
261.80534296986775,250.00000006250784
245.28350817258482,250.00000006250784
261.80534296986775,250.00000006250784
245.28350817258482,250.00000006250784
261.80534296986775,250.00000006250784
245.28350817258482,250.00000006250784
261.80534296986775,250.00000006250784
245.28350817258482,250.00000006250784
261.80534296986775,250.00000006250784
245.28350817258482,250.00000006250784
261.80534296986775,250.00000006250784
245.28350817258482,250.00000006250784
261.80534296986775,250.00000006250784
245.28350817258482,250.00000006250784
261.80534296986775,250.00000006250784
245.28350817258482,250.00000006250784
261.80534296986775,250.00000006250784
245.28350817258482,250.00000006250784
261.80534296986775,250.00000006250784
245.28350817258482,250.00000006250784
261.80534296986775,250.00000006250784
245.28350817258482,250.00000006250784
261.80534296986775,250.00000006250784
245.28350817258482,250.00000006250784
261.80534296986775,250.00000006250784
245.28350817258482,250.00000006250784
261.80534296986775,250.00000006250784
245.28350817258482,250.00000006250784
261.80534296986775,250.00000006250784
245.28350817258482,250.00000006250784
261.80534296986775,250.00000006250784
245.28350817258482,250.00000006250784
261.80534296986775,250.00000006250784
245.28350817258482,250.00000006250784
261.80534296986775,250.00000006250784
245.28350817258482,250.00000006250784
261.80534296986775,250.00000006250784
245.28350817258482,250.00000006250784
261.80534296986775,250.00000006250784
245.28350817258482,250.00000006250784
261.80534296986775,250.00000006250784
245.28350817258482,250.00000006250784
261.80534296986775,250.00000006250784
245.28350817258482,250.00000006250784
261.80534296986775,250.00000006250784
245.28350817258482,250.00000006250784
261.80534296986775,250.00000006250784
245.28350817258482,250.00000006250784
261.80534296986775,250.00000006250784
245.28350817258482,250.00000006250784
261.80534296986775,250.00000006250784
245.28350817258482,250.00000006250784
261.80534296986775,250.00000006250784
245.28350817258482,250.00000006250784
261.80534296986775,250.00000006250784
245.28350817258482,250.00000006250784
261.80534296986775,250.00000006250784
245.28350817258482,250.00000006250784
261.80534296986775,250.00000006250784
245.28350817258482,250.00000006250784
261.80534296986775,250.00000006250784
245.28350817258482,250.00000006250784
261.80534296986775,250.00000006250784
245.28350817258482,250.00000006250784
261.80534296986775,250.00000006250784
245.28350817258482,250.00000006250784
261.80534296986775,250.00000006250784
245.28350817258482,250.00000006250784
261.80534296986775,250.00000006250784
245.28350817258482,250.00000006250784
253.0402604582965,250.00000006250784
266.1793639579832,250.00000006250784
253.0402604582965,250.00000006250784
266.1793639579832,250.00000006250784
253.0402604582965,250.00000006250784
266.1793639579832,250.00000006250784
253.0402604582965,250.00000006250784
266.1793639579832,250.00000006250784
253.0402604582965,250.00000006250784
266.1793639579832,250.00000006250784
253.0402604582965,250.00000006250784
266.1793639579832,250.00000006250784
253.0402604582965,250.00000006250784
266.1793639579832,250.00000006250784
253.0402604582965,250.00000006250784
266.1793639579832,250.00000006250784
253.0402604582965,250.00000006250784
266.1793639579832,250.00000006250784
253.0402604582965,250.00000006250784
266.1793639579832,250.00000006250784
253.0402604582965,250.00000006250784
266.1793639579832,250.00000006250784
253.0402604582965,250.00000006250784
266.1793639579832,250.00000006250784
253.0402604582965,250.00000006250784
266.1793639579832,250.00000006250784
253.0402604582965,250.00000006250784
266.1793639579832,250.00000006250784
253.0402604582965,250.00000006250784
266.1793639579832,250.00000006250784
253.0402604582965,250.00000006250784
266.1793639579832,250.00000006250784
253.0402604582965,250.00000006250784
266.1793639579832,250.00000006250784
253.0402604582965,250.00000006250784
266.1793639579832,250.00000006250784
253.0402604582965,250.00000006250784
266.1793639579832,250.00000006250784
253.0402604582965,250.00000006250784
266.1793639579832,250.00000006250784
253.0402604582965,250.00000006250784
266.1793639579832,250.00000006250784
253.0402604582965,250.00000006250784
266.1793639579832,250.00000006250784
253.0402604582965,250.00000006250784
266.1793639579832,250.00000006250784
253.0402604582965,250.00000006250784
266.1793639579832,250.00000006250784
253.0402604582965,250.00000006250784
266.1793639579832,250.00000006250784
253.0402604582965,250.00000006250784
266.1793639579832,250.00000006250784
253.0402604582965,250.00000006250784
266.1793639579832,250.00000006250784
253.0402604582965,250.00000006250784
266.1793639579832,250.00000006250784
253.0402604582965,250.00000006250784
266.1793639579832,250.00000006250784
253.0402604582965,250.00000006250784
266.1793639579832,250.00000006250784
253.0402604582965,250.00000006250784
266.1793639579832,250.00000006250784
253.0402604582965,250.00000006250784
266.1793639579832,250.00000006250784
253.0402604582965,250.00000006250784
266.1793639579832,250.00000006250784
253.0402604582965,250.00000006250784
266.1793639579832,250.00000006250784
253.0402604582965,250.00000006250784
266.1793639579832,250.00000006250784
253.0402604582965,250.00000006250784
266.1793639579832,250.00000006250784
253.0402604582965,250.00000006250784
266.1793639579832,250.00000006250784
253.0402604582965,250.00000006250784
266.1793639579832,250.00000006250784
255.620358141683,250.00000006250784
251.26766664309005,248.00000006240785
253.0402604582965,250.00000006250784
266.1793639579832,250.00000006250784
255.620358141683,250.00000006250784
251.26766664309005,248.00000006240785
253.0402604582965,250.00000006250784
266.1793639579832,250.00000006250784
255.620358141683,250.00000006250784
251.26766664309005,248.00000006240785
255.620358141683,250.00000006250784
251.26766664309005,248.00000006240785
255.620358141683,250.00000006250784
251.26766664309005,248.00000006240785
255.620358141683,250.00000006250784
251.26766664309005,248.00000006240785
255.620358141683,250.00000006250784
251.26766664309005,248.00000006240785
255.620358141683,250.00000006250784
251.26766664309005,248.00000006240785
255.620358141683,250.00000006250784
251.26766664309005,248.00000006240785
255.620358141683,250.00000006250784
251.26766664309005,248.00000006240785
255.620358141683,250.00000006250784
251.26766664309005,248.00000006240785
255.620358141683,250.00000006250784
251.26766664309005,248.00000006240785
255.620358141683,250.00000006250784
251.26766664309005,248.00000006240785
255.620358141683,250.00000006250784
251.26766664309005,248.00000006240785
255.620358141683,250.00000006250784
251.26766664309005,248.00000006240785
255.620358141683,250.00000006250784
251.26766664309005,248.00000006240785
255.620358141683,250.00000006250784
251.26766664309005,248.00000006240785
255.620358141683,250.00000006250784
251.26766664309005,248.00000006240785
255.620358141683,250.00000006250784
251.26766664309005,248.00000006240785
255.620358141683,250.00000006250784
251.26766664309005,248.00000006240785
255.620358141683,250.00000006250784
251.26766664309005,248.00000006240785
255.620358141683,250.00000006250784
251.26766664309005,248.00000006240785
255.620358141683,250.00000006250784
251.26766664309005,248.00000006240785
255.620358141683,250.00000006250784
251.26766664309005,248.00000006240785
255.620358141683,250.00000006250784
251.26766664309005,248.00000006240785
255.620358141683,250.00000006250784
251.26766664309005,248.00000006240785
255.620358141683,250.00000006250784
251.26766664309005,248.00000006240785
255.620358141683,250.00000006250784
251.26766664309005,248.00000006240785
255.620358141683,250.00000006250784
251.26766664309005,248.00000006240785
255.620358141683,250.00000006250784
251.26766664309005,248.00000006240785
