# time,flux,err
-9.884941999999999496e+01,8.508862999999999843e+00,1.908295999999999881e-01
-9.358383999999999503e+01,8.374867000000000061e+00,2.878060000000000063e-01
-8.831825000000000614e+01,8.178368000000000748e+00,1.814928000000000097e-01
-8.305266000000000304e+01,7.764429999999999943e+00,2.030977999999999950e-01
-7.778708000000000311e+01,7.775675999999999810e+00,2.864855000000000040e-01
-7.252149000000000001e+01,7.870388000000000162e+00,1.688727999999999896e-01
-6.725589999999999691e+01,7.597681999999999825e+00,2.167298000000000002e-01
-6.199031999999999698e+01,7.528662999999999883e+00,2.842960999999999960e-01
-5.672473000000000098e+01,7.608126999999999640e+00,1.578122000000000136e-01
-5.145913999999999788e+01,7.868587999999999916e+00,2.309244000000000019e-01
-4.619355999999999796e+01,8.084865000000000634e+00,2.813588000000000200e-01
-4.092797000000000196e+01,8.190030000000000143e+00,1.502954999999999985e-01
-3.566237999999999886e+01,7.867981999999999587e+00,2.430188000000000070e-01
-3.039679999999999893e+01,7.668658999999999892e+00,2.767720000000000180e-01
-2.513120999999999938e+01,7.584143000000000079e+00,1.427672000000000108e-01
-1.986561999999999983e+01,7.569866000000000206e+00,2.553738999999999870e-01
-1.460003999999999991e+01,7.432875000000000121e+00,3.055274000000000045e-01
-9.334448999999999330e+00,7.189254000000000033e+00,4.456741000000000175e-01
-4.068863000000000341e+00,6.945611000000000423e+00,3.860303999999999958e-01
1.196723999999999899e+00,6.699936000000000114e+00,2.273278999999999994e-01
6.462310999999999694e+00,6.447409999999999641e+00,2.485484000000000027e-01
1.172789999999999999e+01,6.084914000000000378e+00,3.103068999999999966e-01
1.699348000000000170e+01,5.787195999999999785e+00,2.089451999999999976e-01
2.225907000000000124e+01,5.968602999999999881e+00,2.592080999999999968e-01
2.752466000000000079e+01,5.933089999999999975e+00,3.084897999999999807e-01
3.279023999999999717e+01,5.812770999999999688e+00,1.892714000000000063e-01
3.805583000000000027e+01,5.828523999999999816e+00,2.689800999999999997e-01
4.332142000000000337e+01,6.024019000000000013e+00,3.062308000000000252e-01
4.858700999999999937e+01,6.281617999999999924e+00,1.680431000000000008e-01
5.385258999999999929e+01,6.164810000000000123e+00,2.780931999999999849e-01
5.911818000000000239e+01,5.835372999999999699e+00,3.028945000000000110e-01
6.438376999999999839e+01,5.386699000000000126e+00,1.362436999999999954e-01
6.964934999999999832e+01,5.363555999999999990e+00,2.846975999999999951e-01
7.491494000000000142e+01,5.408660000000000245e+00,2.982109000000000010e-01
8.018053000000000452e+01,5.499221000000000359e+00,9.682493000000000349e-02
8.544611000000000445e+01,5.184383000000000408e+00,2.908119000000000121e-01
9.071169999999999334e+01,5.312810999999999950e+00,2.928187999999999902e-01
9.597728999999999644e+01,5.872912999999999606e+00,8.148065000000000169e-02
1.012429000000000059e+02,6.030606999999999829e+00,2.973276999999999726e-01
1.065084999999999980e+02,6.166553000000000395e+00,2.878650999999999849e-01
1.117740000000000009e+02,6.283898999999999901e+00,1.290736000000000105e-01
1.170395999999999930e+02,5.969852999999999632e+00,3.016881000000000146e-01
1.223051999999999992e+02,6.075721999999999845e+00,2.804529000000000050e-01
1.275708000000000055e+02,6.779336999999999946e+00,1.611255000000000048e-01
1.328363999999999976e+02,7.288311000000000206e+00,3.068526999999999783e-01
1.381020000000000039e+02,7.438123000000000040e+00,2.746810000000000085e-01
1.433676000000000101e+02,7.049253000000000213e+00,1.856736999999999971e-01
1.486331999999999880e+02,7.194698999999999955e+00,3.094027999999999778e-01
1.538986999999999910e+02,7.715713000000000044e+00,2.654794999999999794e-01
1.591642999999999972e+02,8.790272999999999115e+00,2.107276999999999900e-01
1.644299000000000035e+02,1.033507999999999960e+01,2.327165999999999957e-01
1.696955000000000098e+02,1.018196000000000012e+01,2.445826000000000111e-01
1.749610999999999876e+02,1.059510000000000041e+01,1.492726000000000053e-01
1.802266999999999939e+02,1.084726999999999997e+01,2.499178999999999984e-01
1.854923000000000002e+02,1.128891999999999918e+01,2.751759999999999762e-01
1.907578000000000031e+02,1.143410000000000082e+01,1.519050999999999874e-01
1.960234000000000094e+02,1.163298999999999950e+01,2.673026000000000013e-01
2.012889999999999873e+02,1.142413999999999952e+01,2.686766999999999905e-01
2.065545999999999935e+02,1.088776000000000010e+01,1.500247000000000108e-01
2.118201999999999998e+02,1.113564000000000043e+01,2.735937999999999981e-01
2.170858000000000061e+02,1.119181000000000026e+01,2.599853999999999776e-01
2.223514000000000124e+02,1.094177000000000000e+01,1.524800000000000044e-01
2.276169999999999902e+02,1.100514000000000081e+01,2.789788000000000268e-01
2.328824999999999932e+02,1.092632000000000048e+01,2.498914000000000135e-01
2.381480999999999995e+02,1.062030999999999992e+01,1.562441999999999998e-01
2.434137000000000057e+02,1.080357000000000056e+01,2.833400999999999836e-01
2.486793000000000120e+02,1.091666000000000025e+01,2.385778000000000065e-01
2.539448999999999899e+02,1.078186000000000000e+01,1.645957999999999866e-01
2.592105000000000246e+02,1.079260000000000019e+01,2.865712999999999733e-01
2.644760999999999740e+02,1.070994999999999919e+01,2.250149999999999928e-01
2.697416000000000054e+02,1.038874000000000031e+01,1.724767000000000106e-01
2.750072000000000116e+02,1.006423000000000023e+01,2.880430999999999964e-01
2.802728000000000179e+02,9.888897999999999300e+00,2.098955000000000126e-01
2.855384000000000242e+02,1.005216000000000065e+01,1.829342999999999941e-01
2.908039999999999736e+02,1.016211000000000020e+01,2.892366000000000104e-01
2.960695999999999799e+02,1.016008000000000067e+01,1.972302999999999973e-01
3.013351999999999862e+02,9.901500999999999664e+00,1.945776999999999923e-01
3.066007999999999925e+02,9.528933000000000320e+00,2.887946000000000124e-01
3.118663000000000238e+02,9.267333000000000709e+00,1.827639000000000069e-01
3.171318999999999733e+02,9.486836999999999520e+00,2.070352000000000026e-01
3.223974999999999795e+02,9.723691000000000528e+00,2.879123000000000099e-01
3.276630999999999858e+02,9.976753999999999678e+00,1.729359000000000035e-01
3.329286999999999921e+02,1.027643999999999913e+01,2.218913999999999886e-01
3.381942999999999984e+02,1.032713000000000036e+01,2.870531000000000055e-01
3.434599000000000046e+02,1.034501000000000026e+01,1.652656000000000125e-01
3.487255000000000109e+02,1.078916000000000075e+01,4.207736000000000254e-01
3.539909999999999854e+02,1.125118999999999936e+01,4.376431000000000071e-01
3.592565999999999917e+02,1.171325000000000038e+01,2.309856999999999883e-01
3.645221999999999980e+02,1.112115000000000009e+01,3.165142000000000233e-01
3.697878000000000043e+02,1.049705999999999939e+01,2.604837999999999876e-01
3.750534000000000106e+02,1.031184000000000012e+01,2.316702999999999957e-01
3.803190000000000168e+02,1.031864999999999988e+01,3.161328999999999945e-01
3.855846000000000231e+02,1.038875999999999955e+01,2.489465999999999901e-01
3.908500999999999976e+02,1.048820000000000086e+01,2.466160000000000019e-01
3.961157000000000039e+02,9.936863000000000667e+00,3.157426999999999873e-01
4.013813000000000102e+02,9.343510999999999456e+00,2.323442000000000007e-01
4.066469000000000165e+02,9.377601999999999549e+00,2.554740999999999818e-01
4.119125000000000227e+02,9.470962000000000103e+00,3.141666000000000181e-01
4.171780999999999722e+02,9.740325999999999596e+00,2.174191000000000040e-01
4.224436999999999784e+02,1.067891000000000012e+01,2.694795999999999858e-01
4.277092999999999847e+02,1.091533000000000087e+01,3.148005999999999860e-01
4.329748000000000161e+02,1.085857999999999990e+01,2.037236000000000047e-01
4.382404000000000224e+02,1.116949999999999932e+01,2.799031000000000158e-01
4.435059999999999718e+02,1.147394000000000069e+01,3.137462999999999780e-01
4.487715999999999781e+02,1.173476999999999926e+01,1.883023000000000058e-01
4.540371999999999844e+02,1.165352000000000032e+01,2.883855000000000168e-01
4.593027999999999906e+02,1.114316999999999958e+01,3.101526000000000005e-01
4.645683999999999969e+02,1.038963000000000036e+01,1.574240000000000084e-01
4.698339000000000283e+02,1.055350999999999928e+01,2.930316000000000032e-01
4.750994999999999777e+02,1.042168999999999990e+01,3.047138999999999820e-01
4.803650999999999840e+02,1.005681000000000047e+01,1.233526000000000067e-01
4.856306999999999903e+02,1.030925000000000047e+01,2.987296999999999869e-01
4.908962999999999965e+02,1.084240999999999921e+01,3.004095999999999989e-01
4.961619000000000028e+02,1.165220000000000056e+01,1.297524999999999928e-01
5.014275000000000091e+02,1.166339999999999932e+01,3.064861999999999864e-01
5.066931000000000154e+02,1.151612000000000080e+01,2.966253999999999835e-01
5.119585999999999899e+02,1.120082000000000022e+01,1.567402999999999991e-01
5.172241999999999962e+02,1.123869000000000007e+01,3.094159000000000215e-01
5.224897999999999456e+02,1.046612000000000009e+01,2.644758999999999860e-01
5.277554000000000087e+02,1.006292999999999971e+01,1.384182999999999941e-01
5.330209999999999582e+02,8.914151000000000380e+00,2.064047999999999994e-01
5.382866000000000213e+02,9.818130000000000024e+00,2.592012000000000205e-01
5.435521999999999707e+02,9.190225999999999118e+00,1.612731000000000026e-01
5.488176999999999452e+02,9.213122000000000256e+00,2.341594999999999926e-01
5.540833000000000084e+02,9.105047000000000779e+00,2.817876999999999743e-01
5.593488999999999578e+02,8.989948000000000050e+00,1.516831999999999903e-01
5.646145000000000209e+02,9.361988000000000198e+00,2.463239000000000123e-01
5.698800999999999704e+02,9.681775999999999271e+00,2.779420000000000224e-01
5.751457000000000335e+02,9.929240000000000066e+00,1.487854000000000121e-01
5.804112999999999829e+02,1.008314999999999984e+01,2.570838999999999763e-01
5.856769000000000460e+02,1.023220000000000063e+01,2.728470000000000062e-01
5.909424000000000206e+02,1.031916999999999973e+01,1.472469999999999890e-01
5.962079999999999700e+02,9.888348000000000582e+00,2.652352000000000043e-01
6.014736000000000331e+02,1.001215999999999973e+01,2.656611999999999862e-01
6.067391999999999825e+02,1.066855999999999938e+01,1.485520999999999925e-01
6.120048000000000457e+02,1.061274000000000051e+01,2.732861999999999791e-01
6.172703999999999951e+02,1.067812999999999946e+01,2.585049999999999848e-01
6.225359999999999445e+02,1.096959999999999980e+01,1.529030999999999862e-01
6.278016000000000076e+02,1.103157999999999994e+01,2.793822999999999723e-01
6.330670999999999822e+02,1.105662000000000056e+01,2.492153000000000007e-01
6.383327000000000453e+02,1.107381999999999955e+01,1.582371999999999945e-01
6.435982999999999947e+02,1.101511999999999958e+01,2.838076999999999961e-01
6.488638999999999442e+02,1.096437000000000062e+01,2.377771999999999941e-01
6.541295000000000073e+02,1.095842999999999989e+01,1.658907000000000020e-01
6.593950999999999567e+02,1.116818999999999917e+01,2.872780999999999807e-01
6.646607000000000198e+02,1.134221999999999930e+01,2.252251999999999865e-01
6.699261999999999944e+02,1.134961000000000020e+01,1.765788000000000080e-01
6.751917999999999438e+02,1.115061999999999998e+01,2.893973000000000240e-01
6.804574000000000069e+02,1.096615000000000073e+01,2.114418000000000131e-01
6.857229999999999563e+02,1.094175000000000075e+01,1.866258000000000083e-01
6.909886000000000195e+02,1.108820000000000050e+01,2.905027000000000026e-01
6.962541999999999689e+02,1.128945000000000043e+01,1.995158999999999960e-01
7.015198000000000320e+02,1.149638000000000027e+01,2.025401000000000007e-01
7.067853999999999814e+02,1.175656000000000034e+01,3.595041999999999960e-01
7.120508999999999560e+02,1.203633999999999915e+01,4.526504000000000083e-01
7.173165000000000191e+02,1.231615000000000038e+01,3.584753999999999996e-01
7.225820999999999685e+02,1.251436999999999955e+01,2.920520999999999812e-01
7.278477000000000317e+02,1.260082000000000058e+01,1.896614000000000078e-01
7.331132999999999811e+02,1.274468000000000067e+01,3.155436999999999825e-01
7.383789000000000442e+02,1.262326999999999977e+01,2.843784999999999785e-01
7.436444999999999936e+02,1.206227999999999945e+01,2.072108000000000005e-01
7.489099999999999682e+02,1.233418999999999954e+01,3.173355999999999955e-01
7.541756000000000313e+02,1.262753999999999976e+01,2.754365999999999759e-01
7.594411999999999807e+02,1.270490000000000030e+01,2.259002999999999983e-01
7.647068000000000438e+02,1.261186999999999969e+01,3.192304999999999726e-01
7.699723999999999933e+02,1.261440999999999946e+01,2.656811000000000034e-01
7.752380000000000564e+02,1.292380999999999958e+01,2.413038999999999878e-01
7.805036000000000058e+02,1.312584000000000017e+01,3.207143000000000077e-01
7.857691999999999553e+02,1.325195000000000078e+01,2.561122000000000121e-01
7.910347000000000435e+02,1.324830000000000041e+01,2.557895000000000030e-01
7.963002999999999929e+02,1.354865000000000030e+01,3.219849000000000183e-01
8.015659000000000560e+02,1.386865000000000059e+01,2.464559000000000055e-01
8.068315000000000055e+02,1.388480000000000025e+01,2.685311000000000226e-01
8.120970999999999549e+02,1.379202000000000083e+01,3.214621999999999757e-01
8.173627000000000180e+02,1.373160000000000025e+01,2.311121999999999899e-01
8.226282999999999674e+02,1.402682000000000073e+01,2.793241000000000196e-01
8.278938000000000557e+02,1.397893000000000008e+01,3.207381999999999733e-01
8.331594000000000051e+02,1.369034000000000084e+01,2.157275999999999916e-01
8.384249999999999545e+02,1.300679000000000052e+01,2.841304000000000052e-01
8.436906000000000176e+02,1.204534999999999911e+01,3.146454000000000195e-01
8.489561999999999671e+02,1.101257999999999981e+01,1.831025000000000014e-01
8.542218000000000302e+02,1.085364000000000040e+01,2.872232000000000118e-01
8.594873999999999796e+02,1.067947999999999986e+01,3.089326000000000016e-01
8.647530000000000427e+02,1.054824999999999946e+01,1.558355999999999908e-01
8.700185000000000173e+02,1.124802000000000035e+01,2.952398999999999996e-01
8.752840999999999667e+02,1.135525999999999947e+01,3.062284000000000117e-01
8.805497000000000298e+02,1.097658000000000023e+01,1.272428999999999921e-01
8.858152999999999793e+02,1.137162999999999968e+01,1.783576000000000050e-01
8.910809000000000424e+02,1.093586999999999954e+01,2.695602000000000276e-01
8.963464999999999918e+02,1.094311000000000078e+01,1.108539000000000052e-01
9.016121000000000549e+02,1.104344999999999999e+01,1.961314999999999864e-01
9.068776000000000295e+02,1.111762000000000050e+01,2.907218999999999776e-01
9.121431999999999789e+02,1.106193999999999988e+01,1.861704999999999888e-01
9.174088000000000420e+02,1.061792999999999942e+01,2.107056999999999958e-01
9.226743999999999915e+02,1.053819000000000017e+01,2.886487999999999832e-01
9.279400000000000546e+02,1.058323000000000036e+01,1.736974000000000018e-01
9.332056000000000040e+02,1.048207000000000022e+01,2.239810000000000134e-01
9.384711999999999534e+02,1.059029999999999916e+01,2.864882999999999735e-01
9.437368000000000166e+02,1.074515000000000065e+01,1.646309999999999996e-01
9.490022999999999911e+02,1.060454000000000008e+01,2.372713999999999934e-01
9.542679000000000542e+02,1.060641000000000034e+01,2.831806000000000045e-01
9.595335000000000036e+02,1.069988999999999990e+01,1.567990999999999968e-01
9.647990999999999531e+02,1.076984000000000030e+01,2.489751000000000047e-01
9.700647000000000162e+02,1.052614999999999945e+01,2.787296000000000218e-01
9.753302999999999656e+02,1.019876999999999967e+01,1.500311000000000006e-01
9.805959000000000287e+02,1.083425000000000082e+01,2.588633000000000184e-01
9.858614999999999782e+02,1.091411000000000087e+01,2.732670999999999850e-01
9.911269999999999527e+02,1.052369000000000021e+01,1.479170999999999958e-01
9.963926000000000158e+02,1.071897000000000055e+01,2.669901000000000080e-01
1.001658000000000015e+03,1.089767999999999937e+01,2.663517000000000245e-01
1.006923999999999978e+03,1.098243000000000080e+01,1.504176000000000124e-01
1.012188999999999965e+03,1.087889999999999979e+01,2.739164000000000043e-01
1.017455000000000041e+03,1.070964999999999989e+01,2.578204000000000051e-01
1.022721000000000004e+03,1.052025000000000077e+01,1.511102000000000001e-01
1.027986000000000104e+03,1.072357000000000049e+01,2.795043999999999862e-01
1.033251999999999953e+03,1.094579000000000057e+01,2.483154999999999946e-01
1.038517000000000053e+03,1.110237000000000052e+01,1.589031999999999945e-01
1.043782999999999902e+03,1.111278000000000077e+01,2.841910999999999743e-01
1.049048000000000002e+03,1.117716000000000065e+01,2.370803999999999967e-01
1.054314000000000078e+03,1.136486999999999981e+01,1.680275999999999992e-01
1.059579999999999927e+03,1.131091999999999942e+01,2.885314999999999963e-01
1.064845000000000027e+03,1.122687999999999953e+01,2.356061999999999879e-01
1.070111000000000104e+03,1.118899000000000044e+01,4.382077999999999807e-01
1.075375999999999976e+03,1.115114999999999945e+01,4.195277000000000034e-01
1.080642000000000053e+03,1.112505999999999950e+01,1.281348999999999960e-01
1.085907999999999902e+03,1.169410000000000061e+01,3.019232000000000027e-01
1.091173000000000002e+03,1.215403000000000056e+01,3.022722999999999938e-01
1.096439000000000078e+03,1.250453000000000081e+01,1.390962000000000032e-01
1.101703999999999951e+03,1.200408999999999970e+01,3.073595000000000077e-01
1.106970000000000027e+03,1.181682999999999950e+01,2.963523000000000129e-01
1.112236000000000104e+03,1.201976999999999940e+01,1.657156999999999936e-01
1.117500999999999976e+03,1.185364000000000040e+01,3.107873999999999914e-01
1.122767000000000053e+03,1.186589000000000027e+01,2.890711999999999726e-01
1.128031999999999925e+03,1.215865999999999936e+01,1.898974999999999969e-01
1.133298000000000002e+03,1.237897000000000070e+01,3.153194999999999748e-01
1.138563000000000102e+03,1.273104999999999976e+01,2.837519000000000013e-01
1.143828999999999951e+03,1.331245999999999974e+01,2.147063999999999917e-01
1.149095000000000027e+03,1.330156999999999989e+01,3.193031000000000064e-01
1.154359999999999900e+03,1.311059999999999981e+01,2.764732999999999774e-01
1.159625999999999976e+03,1.275807999999999964e+01,2.278267999999999960e-01
1.164891000000000076e+03,1.268055999999999983e+01,3.193377000000000021e-01
1.170156999999999925e+03,1.274882000000000026e+01,2.646201000000000247e-01
1.175423000000000002e+03,1.301642000000000010e+01,2.428848999999999869e-01
1.180688000000000102e+03,1.362872999999999912e+01,3.220276000000000249e-01
1.185953999999999951e+03,1.406606999999999985e+01,2.588263000000000091e-01
1.191219000000000051e+03,1.372053999999999974e+01,2.582683000000000062e-01
1.196484999999999900e+03,1.347697999999999929e+01,3.217230999999999841e-01
1.201750999999999976e+03,1.321621000000000024e+01,2.426972000000000018e-01
1.207016000000000076e+03,1.276455999999999946e+01,2.659110000000000085e-01
1.212281999999999925e+03,1.219297000000000075e+01,3.185768999999999962e-01
1.217547000000000025e+03,1.166700999999999944e+01,2.223590000000000011e-01
1.222813000000000102e+03,1.158995999999999960e+01,2.729940000000000144e-01
1.228077999999999975e+03,1.142052999999999940e+01,3.156884999999999830e-01
1.233344000000000051e+03,1.120980999999999916e+01,2.033976000000000117e-01
1.238609999999999900e+03,1.104057000000000066e+01,2.801635000000000097e-01
1.243875000000000000e+03,1.088813999999999993e+01,2.671913000000000205e-01
1.249141000000000076e+03,1.089469000000000065e+01,1.729906999999999972e-01
1.254405999999999949e+03,1.097281000000000084e+01,1.615454000000000057e-01
1.259672000000000025e+03,1.100287999999999933e+01,2.719012000000000095e-01
1.264938000000000102e+03,1.113034999999999997e+01,2.238514000000000059e-01
1.270202999999999975e+03,1.130593999999999966e+01,1.775330999999999992e-01
1.275469000000000051e+03,1.149118999999999957e+01,2.899175999999999975e-01
1.280733999999999924e+03,1.159000999999999948e+01,2.114778999999999964e-01
1.286000000000000000e+03,1.148527999999999949e+01,1.894484999999999919e-01
1.291265000000000100e+03,1.162707999999999942e+01,2.910904000000000269e-01
1.296530999999999949e+03,1.168197999999999936e+01,1.990138999999999936e-01
1.301797000000000025e+03,1.128362000000000087e+01,2.006255000000000122e-01
1.307061999999999898e+03,1.126121000000000016e+01,2.905558999999999781e-01
1.312327999999999975e+03,1.123359999999999914e+01,1.860352999999999868e-01
1.317593000000000075e+03,1.072278999999999982e+01,2.117919000000000052e-01
1.322858999999999924e+03,1.063156999999999996e+01,2.886103999999999892e-01
1.328125000000000000e+03,1.072957000000000072e+01,1.733659999999999923e-01
1.333390000000000100e+03,1.082291000000000025e+01,2.253300000000000025e-01
1.338655999999999949e+03,1.047647000000000084e+01,2.861343000000000081e-01
1.343921000000000049e+03,9.956051000000000428e+00,1.615019000000000038e-01
1.349186999999999898e+03,9.702028000000000318e+00,2.365590999999999944e-01
1.354452999999999975e+03,9.737857999999999237e+00,2.818485000000000018e-01
1.359718000000000075e+03,9.899041999999999675e+00,1.533967999999999998e-01
1.364983999999999924e+03,9.790001999999999427e+00,2.482392999999999961e-01
1.370249000000000024e+03,9.718676999999999566e+00,2.772979999999999889e-01
1.375515000000000100e+03,9.725847999999999161e+00,1.475458000000000047e-01
1.380779999999999973e+03,9.994199000000000055e+00,2.583623999999999921e-01
1.386046000000000049e+03,1.003021999999999991e+01,2.717785999999999813e-01
1.391311999999999898e+03,9.837654000000000565e+00,1.451348000000000082e-01
1.396576999999999998e+03,9.572561000000000320e+00,2.659391999999999867e-01
1.401843000000000075e+03,9.558462999999999710e+00,2.640397999999999912e-01
1.407107999999999947e+03,9.791873000000000715e+00,1.456741000000000008e-01
1.412374000000000024e+03,9.857950000000000657e+00,2.730883000000000060e-01
1.417640000000000100e+03,9.776206999999999425e+00,2.561042000000000041e-01
1.422904999999999973e+03,9.564890999999999366e+00,1.495037999999999923e-01
1.428171000000000049e+03,9.650657999999999959e+00,3.925613000000000019e-01
1.433435999999999922e+03,9.782444999999999169e+00,4.469636000000000164e-01
1.438701999999999998e+03,9.914241000000000525e+00,3.032094000000000178e-01
1.443968000000000075e+03,9.855895000000000294e+00,3.108081999999999789e-01
1.449232999999999947e+03,9.721733000000000402e+00,1.752210999999999907e-01
1.454499000000000024e+03,9.983805000000000263e+00,2.865208000000000199e-01
1.459763999999999896e+03,1.000253999999999976e+01,3.073987000000000247e-01
1.465029999999999973e+03,9.872669999999999391e+00,1.488914000000000071e-01
1.470295000000000073e+03,1.024568999999999974e+01,2.937617000000000145e-01
1.475560999999999922e+03,1.051215000000000011e+01,3.038849000000000133e-01
1.480826999999999998e+03,1.066860999999999926e+01,1.199362000000000067e-01
1.486092000000000098e+03,9.748678999999999206e+00,2.981641999999999904e-01
1.491357999999999947e+03,9.531724000000000530e+00,2.969344999999999901e-01
1.496623000000000047e+03,1.002816999999999936e+01,1.227409000000000000e-01
1.501888999999999896e+03,1.002342999999999940e+01,3.039482000000000017e-01
1.507154999999999973e+03,9.985388999999999626e+00,2.919655999999999918e-01
1.512420000000000073e+03,9.922166000000000707e+00,1.545460999999999918e-01
1.517685999999999922e+03,9.631474000000000757e+00,3.073549999999999893e-01
1.522951000000000022e+03,9.319058000000000064e+00,2.838441999999999910e-01
1.528217000000000098e+03,8.997923000000000116e+00,1.760043000000000024e-01
1.533481999999999971e+03,8.911101999999999634e+00,3.095628000000000268e-01
1.538748000000000047e+03,8.924796000000000618e+00,2.746772000000000102e-01
1.544013999999999896e+03,9.060197000000000500e+00,1.974273000000000000e-01
1.549278999999999996e+03,8.769351999999999592e+00,3.116633999999999793e-01
1.554545000000000073e+03,8.338364000000000331e+00,2.644497000000000098e-01
1.559809999999999945e+03,7.772142999999999802e+00,2.124510000000000010e-01
