#sigma,tau
1.5179050280400823,199.1705504457019
1.6455669276108342,188.83464203433567
1.5075094762773926,200.0293577487129
1.5398018520280752,197.492179417478
1.5991559554206036,191.18458271420081
1.424868551194016,218.25862132255133
1.3580140272983807,211.4696102104948
1.4344931042794362,206.4488191414108
1.4560099477378017,198.65816500862613
1.3344106846911017,211.48925946455566
1.453404169546447,209.8547853175767
1.3684526525625498,209.32043025804072
1.410134666724538,206.44009531746076
1.433974699312478,206.21637670593915
1.6374861747340708,192.4760281681421
1.4013538682050406,197.8305717488112
1.4978606738611373,196.93313903469218
1.302930727168973,192.69822436038518
1.462926213968184,203.8015957635821
1.5290209375895047,192.0668944643346
1.4157064700460473,209.72654402857964
1.5594063438137702,187.74957959078543
1.464342455237017,196.03570578706965
1.4131063356987532,195.3077642338522
1.6177893896354782,195.04483889110628
1.4188323155200353,202.16275468914472
1.5065786797325127,201.43128396071515
1.6655796236424245,194.06083177349603
1.354774675162943,214.73422862003437
1.480917793113162,202.46277864170492
1.4317581551775567,204.19827095516416
1.3838844911004151,213.42543688396643
1.4103177725380458,200.18879471918743
1.5449346330608207,195.80085216464184
1.5650613378834553,191.05654901799687
1.3731387017061851,210.9375481423231
1.5695565175181663,199.3228636555653
1.5102015816572796,195.88754965901566
1.4255567033046073,219.5944769937763
1.5341898155877285,200.30208715168365
1.4158590587934974,197.00574826987648
1.3804942668479485,213.16224312751805
1.361025885824534,205.52663290596226
1.2983542473521479,219.18723645079817
1.4766604886474273,199.20195439669172
1.3756815257274602,218.39404213838299
1.5086115956671198,201.6159227791894
1.6359855573404765,192.5316590785436
1.668480224704139,256.483267504521
1.491765713937207,198.029147878068
1.5506771409360003,195.77460796523658
1.3724091785190957,216.12743710257703
1.512428546743501,194.17147256787052
1.4740142334344133,202.4812271074249
1.2923197152045736,184.08163803934644
1.61696467548177,190.7068210549237
1.6591313166254185,188.53740781569223
1.3881908621359704,209.33156689774103
1.2519571488648653,205.30787120667853
1.441232996599585,199.4882062326854
1.5116267557585485,199.52916923766796
1.410036340033638,208.2756005504879
1.474277089614774,197.1298579325254
1.3419550113306742,211.8596609955468
1.7223327735927618,200.59538164623262
1.4823679468175066,196.86883324003233
1.5112768364742384,197.5814909285713
1.4494177495436453,202.0048184968384
1.5689403780420308,204.45505066282053
1.4912197998646457,202.03334300670434
1.4463809702595418,200.80220705679733
1.5665859476970778,192.94957113362838
1.6108474717913166,200.30746607274696
1.541517106234701,194.48406567330227
1.4911085052333222,190.6490001298151
1.308462995476869,204.4449361688727
1.5325827430374954,196.9878724543751
1.685402206386207,184.94422173413494
1.4356354793526758,206.41148464737014
1.468623722219875,204.5172744610171
1.5707857384653745,188.52619861565458
1.5355392621540807,189.1447711272564
1.4916653730812048,188.39579717999237
1.4922258474664234,201.67805373845215
1.590066145372249,196.0646308743308
1.4891358863893789,196.08227822745076
1.519298170780098,200.03079434383844
1.506059324580623,199.16441997494732
1.2872397557456972,201.21931995536295
1.452461536044959,204.70278167830557
1.4938033830375652,196.7312136583204
1.5971474676216926,191.39024127086344
1.447975876712362,201.6174588962719
1.295719530983141,218.37057121856589
1.4253351552692475,200.76017232604923
1.4622846589114624,202.50902226015077
1.634457065766411,188.46360383767325
1.4800378229379096,203.64324527751552
1.4249288460319227,194.58804615105993
1.3488722180597026,216.56242308820373
1.5179050280400823,199.1705504457019
1.6455669276108342,188.83464203433567
1.5471698714416753,197.66904194871987
1.5241881379888256,197.46300923585326
1.6357153368927335,188.1695056040386
1.4863128813982327,211.9511224365868
1.3719559557548644,211.22585019910065
1.4458627160313762,210.20863622119748
1.4909226747821884,196.790002592304
1.3538704812071003,209.5279344751844
1.5190460289259433,206.68794094833044
1.3684526525625498,209.32043025804072
1.3808238133043804,210.09604470007108
1.4326416927571561,206.05974558092788
1.6775673357732257,194.85928731472654
1.4013538682050406,197.8305717488112
1.4978606738611373,196.93313903469218
1.4281225040321825,193.47993964351994
1.4597077297646612,205.74376604760755
1.436844682896789,191.64050926430915
1.4491388335517938,202.9270185680809
1.6041569974170855,181.5542703513323
1.464342455237017,196.03570578706965
1.373875569529793,190.0463474750996
1.6177893896354782,195.04483889110628
1.4188323155200353,202.16275468914472
1.4960813173533054,202.60350476974972
1.6392793688490697,194.42786203352895
1.354774675162943,214.73422862003437
1.4882105836286639,204.27930851760306
1.431196005427686,202.50479662244126
1.3575482180517162,209.52291146172203
1.4170079792006558,202.2728280843655
1.5682911486587616,198.0224613141318
1.538568846744119,198.05631125914115
1.3739021547334052,213.98917548361382
1.5556181742057829,200.21230372110176
1.4206994826619632,204.56306388722942
1.4255567033046073,219.5944769937763
1.518801938778751,200.7367434338563
1.4272436832327746,197.7739315672609
1.3804942668479485,213.16224312751805
1.381925641814485,201.29534609314513
1.2983542473521479,219.18723645079817
1.496390236357617,199.37025823761292
1.4002209511776351,211.010802132709
1.5096928729169923,201.46221753516483
1.6496087322123922,192.16992980971895
1.7133100243659598,286.1285645478812
1.491765713937207,198.029147878068
1.5619506984440759,195.3558061761365
1.3397491770610537,202.670719184461
1.5078193798904624,194.68528935551242
1.505902825846884,212.03691153947568
1.2923197152045736,184.08163803934644
1.61696467548177,190.7068210549237
1.6591313166254185,188.53740781569223
1.4320101620854764,206.75189486329137
1.2519571488648653,205.30787120667853
1.4419835070933957,198.91047705313127
1.501556932883397,200.75669861546183
1.3905239278520685,209.73091695523289
1.474277089614774,197.1298579325254
1.401762326761824,203.47066774166512
1.678396229926583,200.62576003546923
1.4823679468175066,196.86883324003233
1.4748091105165186,200.90725685999288
1.4775566200773316,201.69468917903836
1.5227182494852294,217.0007076708905
1.601039395786318,194.51364899396486
1.4644152655101303,199.3030195068727
1.5665859476970778,192.94957113362838
1.7177323271418947,203.00634114976557
1.541517106234701,194.48406567330227
1.4950812254166326,190.10710536716076
1.3752495131427493,200.9126310572792
1.579419799492021,194.40672577941947
1.685402206386207,184.94422173413494
1.4318643874123,206.86610236305202
1.468623722219875,204.5172744610171
1.5707857384653745,188.52619861565458
1.542375296021929,188.20352913911728
1.4886360429819985,188.66806284046623
1.484498746629294,200.95383562617053
1.5934957069346825,195.4589726492454
1.4891358863893789,196.08227822745076
1.5184703670449498,200.2228440355795
1.4771007224420865,199.3072362551244
1.3352885853120715,202.02707408350966
1.4014897024680506,213.29956511084222
1.5401032941694217,195.97166568224168
1.5971474676216926,191.39024127086344
1.4488576710706789,201.89684696217722
1.3250051293408898,215.00960281827005
1.4500792983090303,199.35786082517194
1.4675982996873203,203.9312420541812
1.585283448431732,192.69872082088887
1.5547759386524855,198.96124049439814
1.4249288460319227,194.58804615105993
1.3488722180597026,216.56242308820373
1.5233756752484076,198.64636029322574
1.6610618010214344,188.0605846541788
1.5471586690622363,197.67181523379276
1.524232876114044,197.46475725816296
1.6922474121844389,184.64503529589845
1.4864217989085886,212.03254691164227
1.3719559557548644,211.22585019910065
1.44022379843688,212.82840278563256
1.5114723314399843,195.52701666522665
1.4240531835978074,204.10367499045736
1.54697874861591,206.7772169518635
1.3470426842064607,212.54064717911103
1.3808238133043804,210.09604470007108
1.4649936417368201,204.0848879380186
1.6775673357732257,194.85928731472654
1.388446199209845,198.24130710170675
1.371902120864075,206.08332630841863
1.4281225040321825,193.47993964351994
1.4532307361915626,206.08201791485993
1.5873789670079776,167.93750282174165
1.3767082821801653,210.2097670913367
1.617817030776332,178.16254646340434
1.4494334004969804,196.00732459139329
1.3805810189085161,191.067261274552
1.6177893896354782,195.04483889110628
1.4235246196918419,201.96896318451107
1.4960813173533054,202.60350476974972
1.6652589186404034,193.05179076217075
1.3878958210083214,209.80762667940158
1.5222744436213504,207.88770007860413
1.431196005427686,202.50479662244126
1.3730165765566573,210.15240189377784
1.3684666932290561,204.86659151011713
1.5520099267537446,207.22766402704
1.4898353259407255,200.12894287463183
1.3739021547334052,213.98917548361382
1.5556181742057829,200.21230372110176
1.4362466661648832,207.05816520535004
1.4255567033046073,219.5944769937763
1.518801938778751,200.7367434338563
1.4260583309671784,197.62644101223634
1.3739782242109237,214.76973855245654
1.4656200312334122,186.40305594132383
1.311706467436215,213.66008839053484
1.4198269642874044,199.10689264943773
1.4002209511776351,211.010802132709
1.5047531639927707,203.64750761684707
1.6496087322123922,192.16992980971895
1.7133100243659598,286.1285645478812
1.500969400616553,199.1650032641711
1.5619506984440759,195.3558061761365
1.442189436602457,197.86038699674802
1.506836284983858,194.86582792003267
1.5240110476474555,224.32220744901034
1.3141328621946595,186.27995268216458
1.5921764456882117,192.76783901427822
1.6440112372340028,184.70266300595947
1.4401428113150962,206.0266611962566
1.2658982757563386,204.8532428893186
1.2529783590110946,147.9043339587878
1.5072356646219156,201.63321808231555
1.3905239278520685,209.73091695523289
1.4779812873698117,197.024385976513
1.3612994286895623,205.09677619372272
1.6619928409931763,199.89763402896813
1.4913587120098397,196.48560231854185
1.6255478576951021,214.0971256932021
1.4004502854757013,208.35206306930263
1.6479674130668367,226.35060731152862
1.6631677511818277,193.4166463557592
1.4644152655101303,199.3030195068727
1.5355788887955713,195.72368618631086
1.6871579409719002,203.57022997192664
1.5108744232131925,197.24236121191868
1.5137074359490854,187.642203198837
1.3536801168626789,199.18861786483106
1.632248722315294,227.2897834092461
1.685402206386207,184.94422173413494
1.4776259967461278,203.76530526288465
1.5238872312372578,210.83154229100182
1.5495107298300799,194.07854442675531
1.572478718737495,188.52401035571745
1.4886360429819985,188.66806284046623
1.484498746629294,200.95383562617053
1.5412718266209589,168.99734795954703
1.4975830203728995,194.44893455040156
1.546486212087076,198.23293317190752
1.4445981790902513,200.776710672058
1.3352885853120715,202.02707408350966
1.4014897024680506,213.29956511084222
1.4602167868742135,198.57042267113826
1.5024412603379302,198.7644349510733
1.476890596342997,196.95536736597742
1.375912102747915,208.5573291454102
1.4035221577223087,198.96221330540664
1.4951308659355687,204.802816772557
1.5830153849685702,191.94079433661122
1.4991816216871914,203.0716152273302
1.4249288460319227,194.58804615105993
1.3490343929587238,216.51164479709934
1.4621583514705956,201.01017316960233
1.5734977633726177,192.1432421658814
1.46186842439805,205.3012521606332
1.5272922470804626,195.65015361136548
1.689439635511461,185.99898620072352
1.4833707348694722,210.23182176662283
1.3850027309953727,208.3065728980498
1.4740538846608384,214.1408036783742
1.5114723314399843,195.52701666522665
1.418803145892178,204.52386784464167
1.5664523510321295,210.99157375354704
1.3423330943004375,212.14873956657527
1.3970723096621218,209.10475927985507
1.4685934385091388,202.9112352313447
1.6775673357732257,194.85928731472654
1.470499869277929,198.768645194116
1.4049562282650214,204.96886817589692
1.4281225040321825,193.47993964351994
1.440103100316585,206.9679224630196
1.5873789670079776,167.93750282174165
1.3999476068769194,210.60636208545557
1.6174601783614198,178.22646740700446
1.4467952382314848,195.4291673804862
1.3047643684965216,185.4523645636908
1.6177893896354782,195.04483889110628
1.4235246196918419,201.96896318451107
1.5396522971590147,197.60046491279454
1.526625654677964,200.31680956471803
1.3999208942937058,205.65134198568663
1.5222744436213504,207.88770007860413
1.4989103409260642,195.20817743197975
1.357326361364759,211.20544897453468
1.342559497284621,203.8958078931124
1.560661285577829,207.86181714213907
1.4513587501882292,202.76052339134097
1.3585301760751105,219.46552960649294
1.5530783357197449,199.35115270844685
1.430051272720576,207.55133785375924
1.4170300864289207,224.17201537403105
1.518801938778751,200.7367434338563
1.4348720055891517,194.10668759621382
1.3739782242109237,214.76973855245654
1.4591568866009172,185.43785573567496
1.311706467436215,213.66008839053484
1.4717300917165579,193.6500335252525
1.4126004750673222,210.1667920389828
1.5017487857401568,203.51152730678743
1.628128780841256,195.64662246613207
1.7133100243659598,286.1285645478812
1.500969400616553,199.1650032641711
1.5183112160672625,195.6070367200207
1.4607025289670923,194.10877435672538
1.4691187483822998,198.0002720017922
1.4777614214703223,233.70792386222163
1.2803648140992503,176.73004286134383
1.6013254611239502,192.22037171247257
1.6270679419344456,185.52213765869482
1.4401428113150962,206.0266611962566
1.2643224874455439,204.87097651209476
1.2529783590110946,147.9043339587878
1.4550714059409389,206.244885455444
1.3940013307345565,208.12080935607398
1.5649248903286206,189.52200740643445
1.3096628182987742,212.20783001036463
1.6015365528314036,198.12806813013037
1.4949552055711282,196.04484020416672
1.611390636179275,211.6328414281085
1.4004502854757013,208.35206306930263
1.7129202788946445,230.35611108133386
1.6631677511818277,193.4166463557592
1.4343106538895893,201.42232500969232
1.5256576330175342,195.94361175419345
1.6871579409719002,203.57022997192664
1.5212475954903202,196.43948052101413
1.521614873196945,191.0035456964576
1.3900481257416542,200.6709792753618
1.6513937552206384,230.63305383492863
1.5475437641259178,190.6684978789269
1.477623654327872,203.28263567345667
1.5556385491418385,212.6123262667355
1.5537012003752022,196.5263617474692
1.4895703859425127,196.4069318536247
1.4471092670548489,199.84452240535475
1.490130922169966,204.5367470978771
1.5412718266209589,168.99734795954703
1.481254735020537,192.99570331034775
1.5294472506220806,199.56618184836245
1.4367357513684063,201.28650089107992
1.3352885853120715,202.02707408350966
1.4014897024680506,213.29956511084222
1.3981119295512112,201.9254012648616
1.5361395373106759,200.7511715224384
1.4731670457504613,199.67211803026268
1.3961328892667675,207.0766655341848
1.3903758343831014,198.46551211748056
1.6035431884069524,206.54042446347896
1.5569596731752926,192.3559853774853
1.5443721158892814,200.9145856708481
1.4503014786361745,190.46334142280259
1.3490343929587238,216.51164479709934
1.4617463471070384,201.12187271662424
1.6433017699355512,182.14080249302796
1.3227408198099573,209.61439270269852
1.5150248739723846,196.55555596743525
1.599350888858638,191.58497825552868
1.4986702815810542,209.54653668740957
1.3850027309953727,208.3065728980498
1.4877888888775173,214.78258247878364
1.4340239238148618,195.9009412812735
1.4056051739142157,208.97657266867634
1.5809704524739467,213.0532051951182
1.3423994469443439,212.2461888375175
1.399159155272651,205.76263831850338
1.4560484051591236,202.8705568911791
1.6481430352068842,197.09402591646509
1.475491042180395,198.25889948847524
1.403285035324705,206.21592721321056
1.4296830013624957,193.62492747122704
1.4951501918442818,204.32684052242405
1.5807194774149107,173.57197191997398
1.3999476068769194,210.60636208545557
1.6174601783614198,178.22646740700446
1.4467952382314848,195.4291673804862
1.3423464548462936,195.78068854491946
1.618889741636568,195.1089769401961
1.4235246196918419,201.96896318451107
1.619656422142634,191.05161546538625
1.5124535089785989,202.31159910177766
1.3280517859858558,211.95092321676472
1.4872818207451968,206.06911209752315
1.498935132534635,195.14950079490163
1.357326361364759,211.20544897453468
1.342559497284621,203.8958078931124
1.5468072210822477,206.38302968693606
1.445668929828172,208.34138246902396
1.3585301760751105,219.46552960649294
1.5085627440824,199.8634363005
1.446670965001484,206.43796135652943
1.4287972217727238,223.34334916099823
1.5200763582830417,200.77509159489122
1.3789682890706114,192.09702280397693
1.3739782242109237,214.76973855245654
1.4551401365862227,184.41935198951768
1.4035404137299923,207.78288283493666
1.3511445486031508,200.85500562368478
1.4171804814821616,206.73798480939658
1.446588483380185,217.10871060089022
1.6334512992522214,195.29607612426435
1.7806887648813654,300.8834776872938
1.4927925049356903,200.7104104326367
1.5233387823561724,193.45788041221724
1.4607025289670923,194.10877435672538
1.4691187483822998,198.0002720017922
1.4777614214703223,233.70792386222163
1.3327613689536877,181.00104131965952
1.5830323238780595,193.11152612749115
1.6104687874408217,181.69519135440066
1.545416593609127,209.83080130196973
1.2643224874455439,204.87097651209476
1.275730360079692,156.49880986880757
1.4575383210272368,206.5404491415653
1.3940013307345565,208.12080935607398
1.5649248903286206,189.52200740643445
1.3096628182987742,212.20783001036463
1.6015365528314036,198.12806813013037
1.4532478730092446,202.19209359342562
1.6105626359954406,213.81909752359806
1.4004502854757013,208.35206306930263
1.72306408381121,233.41810889324648
1.7145266464707924,206.3554896933197
1.4225112801908444,202.35496980228547
1.5256576330175342,195.94361175419345
1.6871579409719002,203.57022997192664
1.4880177682862303,187.50211829206046
1.5108922157613793,192.39267310804124
1.380002090016635,200.32195030273851
1.8223518429787051,246.6387068508976
1.5647166028849602,187.48207941555015
1.477623654327872,203.28263567345667
1.544497040213298,212.65637820048084
1.5537012003752022,196.5263617474692
1.4927569928293662,195.69280353802046
1.4388182786177284,199.90223447969078
1.490130922169966,204.5367470978771
1.548519014286223,182.6465593569215
1.483045170286347,191.55294828963252
1.5485352623865374,199.53114830423624
1.4404507015575851,201.51029593733418
1.3390575574671928,205.04767263991394
1.4014897024680506,213.29956511084222
1.3981119295512112,201.9254012648616
1.510912320726031,200.25744129524733
1.4514967195095603,196.51626770344728
1.4097072943738789,208.231212661042
1.3938079539729984,198.3402324446164
1.6035431884069524,206.54042446347896
1.5133731682644607,196.83334753973296
1.5936329135373288,199.2484803896789
1.4713545486915942,184.4615152644981
1.3490343929587238,216.51164479709934
1.4559131954417412,200.53164349449455
1.5355565709441885,191.78053104685887
1.3874504590663777,203.25904055115234
1.509917206131186,196.9418158072237
1.6111443254116333,190.9149254286757
1.556550721218505,198.10758718788247
1.3741428548940964,213.79314119266976
1.4962124311516027,208.5781918923272
1.3844925208121768,201.75449848736994
1.4119500257464883,207.67168943128124
1.5809704524739467,213.0532051951182
1.3424653554831436,208.76675239093368
1.3983442762813398,205.92985825585785
1.3994005834452286,198.13691748535317
1.6481430352068842,197.09402591646509
1.5896860369439045,190.4790837813057
1.3403991510380857,214.27837956364257
1.4369740905764192,194.5634948335699
1.5769112325746417,206.12714284683312
1.572313248035911,175.87882044606843
1.4197776751168265,208.6354846492867
1.5616743885550122,184.97827657414965
1.4467952382314848,195.4291673804862
1.294389266213152,190.44706167325825
1.618889741636568,195.1089769401961
1.4314419435201315,199.17960315396144
1.619656422142634,191.05161546538625
1.4979488312814846,203.2853599955941
1.3433185389952742,208.5065398541838
1.4861958601969452,206.18406669382833
1.4990571983815935,195.15116120072082
1.357326361364759,211.20544897453468
1.3627785697620327,204.11962020409038
1.5427301177645134,212.71329687808068
1.4264862583026225,212.1979754657721
1.3410523925083089,204.70432750948058
1.423421586284819,207.3106813156795
1.4035462732630186,209.98313653422542
1.4195126746633053,225.1643025988778
1.598636204622982,201.0325079921009
1.3789682890706114,192.09702280397693
1.3975273884015895,213.93965296491422
1.4201875947093905,191.81768962444946
1.4035404137299923,207.78288283493666
1.3959037344916665,198.25122190059562
1.5037295817108953,241.87080317085025
1.418432895448666,213.39428507253461
1.5577137895983828,195.34813726971615
1.7806887648813654,300.8834776872938
1.4940028338563007,200.71360821837155
1.50987449304307,199.57717201994052
1.4605520107434973,194.03967649771258
1.4990412366171015,199.9176457978513
1.4751198785217188,227.37510922588126
1.2722694361388722,173.7426221022467
1.6754692092274979,182.9715141899295
1.6069374245791168,181.74830017407479
1.545416593609127,209.83080130196973
1.2790894765273813,197.6128374562673
1.275730360079692,156.49880986880757
1.4252952288799026,206.65805141127936
1.3940013307345565,208.12080935607398
1.5653040446621902,188.9819578174386
1.4282628435278004,212.88173407710016
1.592223321936076,197.00001040201565
1.3985944201029914,204.5086317274215
1.6105626359954406,213.81909752359806
1.4004502854757013,208.35206306930263
1.6690391105904212,226.21917535777123
1.756474262596539,207.5567701703049
1.427862763372037,201.15044836978512
1.6173540368720531,194.20971787142162
1.6377578309825043,196.52355962751096
1.49157099480101,193.01514674023875
1.5037560713914924,196.4053856509233
1.3822482530060956,200.40707310309855
1.607701096275749,228.31009604854205
1.481298439430589,189.46905595451653
1.514247937885924,204.34811601527917
1.5737463182831724,213.62507202742535
1.5520430389623845,196.5434849126972
1.4395702494241567,198.5906407975132
1.3298587089919307,206.015210266884
1.490130922169966,204.5367470978771
1.548519014286223,182.6465593569215
1.4399225529765227,197.88470373759955
1.4808708484316042,203.4147227559365
1.468705484801809,196.9224595574905
1.3367550958929018,202.56722266895832
1.391631475351478,210.1305732206409
1.4266006422555033,204.43229963829495
1.5240709626900124,200.66988799927722
1.5017826614383334,183.68808325556543
1.376410804407733,218.33427563979086
1.3727221706730877,200.255217405689
1.6533208815052205,211.35380247389023
1.5118823348133783,196.8024785451274
1.729272356513738,213.5864199679676
1.4674228584360134,183.21675649091395
1.2943944614518927,221.68215919376232
1.4559131954417412,200.53164349449455
1.5670567694420505,186.50706428117195
1.3874504590663777,203.25904055115234
1.509917206131186,196.9418158072237
1.6199817335266833,191.09302406056358
1.4717211877450136,199.18933883372765
1.3898153102739428,217.01393616344924
1.4917301546764572,210.09154356206042
1.3844925208121768,201.75449848736994
1.4255569664213514,215.92109170133946
1.5915521309299363,213.67437557248735
1.3424653554831436,208.76675239093368
1.389096131735612,204.7446366804692
1.3302230810973075,200.07697014412955
1.5496240003105253,203.09481639027365
1.5918818541214041,190.28112936557417
1.344742233986474,213.61194105677114
1.4247520319813252,192.12184316536832
1.5769112325746417,206.12714284683312
1.577265754577403,174.30984990251636
1.4214378158875993,207.22609922408935
1.5616743885550122,184.97827657414965
1.3515079032839794,204.85415309277317
1.2929323518404412,190.3699605742237
1.618889741636568,195.1089769401961
1.4314419435201315,199.17960315396144
1.619656422142634,191.05161546538625
1.4616278675725178,199.90071826662344
1.370537512840638,206.98578287895782
1.5378108206431569,208.10184453483848
1.4988046414737968,194.87143922719176
1.3783601060579442,208.1949270540567
1.3008269790388858,201.59407911613735
1.5759020534185053,214.0267747877731
1.4172953514517677,213.29501287932956
1.3318119242040076,203.8543055684985
1.423421586284819,207.3106813156795
1.4582343940024494,209.19393921807617
1.5067885715009466,250.105290846069
1.598636204622982,201.0325079921009
1.369905530114814,189.7895995075664
1.423374750392903,207.49714231104272
1.4201875947093905,191.81768962444946
1.4035404137299923,207.78288283493666
1.3550832818929754,189.25298184155463
1.5208230162004917,238.44570796215604
1.4193616388726906,213.4753106797617
1.641898732865466,195.3598220090162
1.775795197186019,299.22245722381496
1.545796749960345,196.95836261619257
1.5767323087050242,194.69225866309168
1.478303744250785,189.26827810122964
1.440656459385218,208.28850854723214
1.4748254756044223,226.1882200835772
1.2828971602371715,178.8673304111359
1.6754692092274979,182.9715141899295
1.6069374245791168,181.74830017407479
1.5300679491501274,209.61759327775627
1.3205936989862501,204.8608732700092
1.2479495507192537,150.09688933098076
1.4320134976041434,204.47944462853525
1.413247323858304,210.5807816745163
1.570340669155442,189.29845574491884
1.4282628435278004,212.88173407710016
1.467468283422635,198.39053554007506
1.4154720947865678,209.4482298303237
1.7196779757702934,226.7068990818241
1.4048330704413037,208.18775133482328
1.6690391105904212,226.21917535777123
1.6518199242665286,205.35702346596116
1.4544246396917302,206.8388814138781
1.6123772868534314,191.92126915823803
1.6957676601737834,195.96943434313437
1.453696675303129,201.2003113542316
1.5129707429410895,198.49408496841505
1.4434312220374563,194.85353370873477
1.60113185840238,251.25058711627145
1.481298439430589,189.46905595451653
1.5062031914790228,203.21408732043824
1.6685390840907683,223.92579765577037
1.5520430389623845,196.5434849126972
1.4395702494241567,198.5906407975132
1.3298587089919307,206.015210266884
1.4461024983111248,199.15194031415615
1.498985018453584,182.512650135932
1.4242537567170577,199.6919772491499
1.4753337043426829,201.3293300944406
1.479676436042343,195.37267635563654
1.384282835215485,200.99291292027223
1.3939036472774573,210.36730251823138
1.4264573212357832,204.56735340602347
1.5931911412137416,200.80400016463557
1.491677495134911,186.5076168709522
1.376410804407733,218.33427563979086
1.332367845018493,195.3134514244364
1.6312462495357742,210.98762396381892
1.5118823348133783,196.8024785451274
1.6597350099056798,213.54660852342275
1.4674228584360134,183.21675649091395
1.2943944614518927,221.68215919376232
1.4559131954417412,200.53164349449455
1.5670567694420505,186.50706428117195
1.378402442142215,200.73594406654612
1.509917206131186,196.9418158072237
1.6199817335266833,191.09302406056358
1.477286774707337,198.54881093972293
1.3898153102739428,217.01393616344924
1.448695811136773,207.48654269098859
1.28727145104167,171.95365317727294
1.4255948831077636,217.29683923475235
1.568273697357772,211.22511382512135
1.3390568139744214,209.33528400983747
1.3991366226040394,207.33371802491203
1.3302230810973075,200.07697014412955
1.5496240003105253,203.09481639027365
1.4854198691801357,184.10308265042374
1.3487719525355195,212.01066650133842
1.4274987689682435,192.4958037077332
1.5669393953423294,208.01243478902666
1.610070310963507,170.5993243869879
1.3967679440790848,208.45429518526447
1.6279751189323635,182.0612040574883
1.3606227274134755,209.86484563267152
1.3334031570744025,190.14548730834656
1.618889741636568,195.1089769401961
1.439536494759752,199.92284833595582
1.619656422142634,191.05161546538625
1.4616278675725178,199.90071826662344
1.382393751612403,204.05003578299315
1.4867836586044927,218.91484653479242
1.4574458129625536,184.94049937265183
1.3783601060579442,208.1949270540567
1.1880234446587579,176.47553804653361
1.5759020534185053,214.0267747877731
1.410330552167024,209.77848839141373
1.3318119242040076,203.8543055684985
1.4738054512633925,217.8058451804487
1.4650531664577333,209.65945113035318
1.5067885715009466,250.105290846069
1.5476283494546954,204.66005336384222
1.367167028240543,188.88883849324444
1.403646781157856,203.96828711441316
1.498078542233044,203.1886908640583
1.4052002514426258,207.95206412145262
1.3618860985811592,189.7523190378439
1.6253537921075931,258.56580199360434
1.4227469124570329,214.18498625398666
1.636459908461443,190.06304801674884
1.6414036467350375,261.4179420644681
1.4864057811805114,175.01516727415765
1.5767323087050242,194.69225866309168
1.5126899668774807,187.82193387216822
1.4434216453972164,209.7638254499672
1.5422574859617373,226.33906939045156
1.3628031481985516,181.9490822099666
1.6518480580491013,189.74154067730112
1.5747382161166092,189.61225763797233
1.5549141978379222,206.42126972416474
1.386143915083893,202.82035858906403
1.2726531030869093,167.1754743556939
1.4320134976041434,204.47944462853525
1.4451222785619855,194.05013720942276
1.5582736946404747,180.09560822095398
1.285192644496754,180.5015809489037
1.467468283422635,198.39053554007506
1.3896463435320578,212.08582877590132
1.7196779757702934,226.7068990818241
1.427868213377199,198.03152457436272
1.6732959639009166,227.0195586346717
1.6518199242665286,205.35702346596116
1.5059543382685607,199.8832683517547
1.6123772868534314,191.92126915823803
1.6957676601737834,195.96943434313437
1.5028777780947027,203.7643468055208
1.5111394575043353,212.5386756628213
1.4434312220374563,194.85353370873477
1.60113185840238,251.25058711627145
1.485201227293261,189.441927811986
1.5351317368561184,206.31190463570067
1.6062305071905316,219.0541409130458
1.5400457111658994,187.69338794063026
1.4423748106867538,200.68026006234754
1.4182022657810045,206.14809694994676
1.3840438909279897,191.4642159476289
1.4882267410357188,181.90634498934153
1.4242537567170577,199.6919772491499
1.429896695942594,201.54354704358576
1.4751248871932172,187.35481023020984
1.4223493869463806,201.0139787470041
1.3528232735613135,212.46190695172885
1.426769819962418,204.29044648294544
1.6090725102648038,203.3878965517593
1.491677495134911,186.5076168709522
1.3767133449864222,218.30424507301362
1.3323382673905002,195.46319960294124
1.6952749488690784,219.08382343413044
1.5118823348133783,196.8024785451274
1.6617605702791653,213.5229741835414
1.4623861434472558,189.60159110314441
1.2943944614518927,221.68215919376232
1.459545001200991,197.1331772586624
1.536525574822034,198.5492880972446
1.3443681009058845,197.42615122367076
1.5285613976682477,197.9604622717332
1.6199817335266833,191.09302406056358
1.4767496028717582,201.40226610450185
1.4281434082641944,202.92797648982415
1.4746302204501418,209.5959671065569
1.3954160576042596,178.44082895058705
1.4255948831077636,217.29683923475235
1.6194588993837236,224.12952513060526
1.3032220297553878,200.94606245878322
1.3991849231235618,207.33864682333612
1.3302230810973075,200.07697014412955
1.5758159242026768,200.35542154891925
1.4854198691801357,184.10308265042374
1.4640532517977933,206.41591772409507
1.4274987689682435,192.4958037077332
1.5669393953423294,208.01243478902666
1.5519842606887586,179.84451843260024
1.3727885904853123,209.14972150958403
1.6981308126131756,175.40475393364844
1.4134415704362258,208.9718569853163
1.3334031570744025,190.14548730834656
1.5989968863868704,194.31394570380968
1.4354890799161448,197.40122834681043
1.619656422142634,191.05161546538625
1.4665969967151917,197.46925027123459
1.4062252637362054,204.39296899192846
1.4786761997414928,208.18842199824286
1.4343970357085494,183.02480563341246
1.3783601060579442,208.1949270540567
1.1716434177887791,175.57158106976865
1.6564630835409568,225.77715094780444
1.410330552167024,209.77848839141373
1.36755237256773,207.9351338858944
