54952.563,5.286,0.3807,False
54973.501,4.123,0.08374,False
54993.39,3.493,0.05996,False
54994.343,3.152,0.1795,False
55213.644,3.57,0.2053,False
55221.637,3.694,0.05296,False
55221.651,3.663,0.03754,False
55222.639,4.308,0.1787,False
55230.653,4.095,0.1893,False
55230.666,4.682,0.112,False
55231.611,4.002,0.2015,False
55234.592,4.869,0.2351,False
55236.624,3.884,0.0513,False
55236.64,4.162,0.05191,False
55237.654,3.456,0.2035,False
55239.614,4.02,0.05612,False
55239.628,4.091,0.04244,False
55240.599,3.781,0.2081,False
55242.649,4.191,0.04682,False
55243.582,5.019,0.1987,False
55246.551,4.668,0.1686,False
55258.602,4.668,0.2419,False
55272.601,3.856,0.05327,False
55272.614,4.046,0.04459,False
55275.548,3.913,0.07419,False
55275.558,4.462,0.04708,False
55276.58,4.783,0.2013,False
55288.501,5.548,0.954,False
55303.582,4.265,0.1908,False
55305.463,4.646,0.09372,False
55326.518,4.021,0.05838,False
55326.531,4.487,0.05649,False
55327.455,4.338,0.1952,False
55329.508,4.237,0.1133,False
55329.516,4.462,0.06959,False
55330.403,4.547,0.269,False
55332.342,3.945,0.04342,False
55332.358,3.998,0.03821,False
55347.403,4.037,0.07665,False
55347.42,4.089,0.05214,False
55348.393,4.881,0.1879,False
55350.324,3.991,0.0399,False
55350.337,3.921,0.03447,False
55353.377,3.624,0.04415,False
55353.392,3.877,0.04562,False
55354.294,5.038,0.1795,False
55362.292,4.007,0.04251,False
55362.304,4.171,0.0393,False
55363.299,4.247,0.176,False
55365.293,4.076,0.04141,False
55365.305,3.948,0.0458,False
55366.305,6.416,0.2743,False
55368.37,4.063,0.06718,False
55368.384,4.209,0.05263,False
55377.36,3.837,0.06563,False
55377.378,3.759,0.06152,False
55378.329,3.179,0.1728,False
55389.274,4.075,0.0518,False
55389.286,4.067,0.04919,False
55593.614,5.13,0.0969,False
55594.597,5.446,0.2396,False
55596.65,4.927,0.04952,False
55596.665,4.83,0.03858,False
55597.639,5.274,0.2027,False
55602.588,4.881,0.05169,False
55629.622,5.209,0.04593,False
55629.635,5.311,0.05371,False
55633.597,4.275,0.1859,False
55635.596,5.132,0.07788,False
55636.556,7.086,1.172,False
55650.607,6.093,0.07421,False
55651.57,5.116,0.1753,False
55653.544,5.838,0.05819,False
55653.557,6.012,0.05401,False
55665.447,5.717,0.05509,False
55666.563,6.109,0.347,False
55672.489,5.93,0.2249,False
55674.437,5.612,0.04941,False
55675.404,5.424,0.1943,False
55677.433,5.844,0.05,False
55677.447,5.58,0.04224,False
55705.314,4.665,0.1896,False
55710.335,5.5,0.04639,False
55710.349,5.243,0.04699,False
55711.339,4.612,0.1888,False
55719.351,5.302,0.04607,False
55719.362,4.767,0.042,False
55723.326,5.3,0.1823,False
55732.363,7.747,0.387,False
55741.3,4.662,0.2011,False
55743.298,5.202,0.04633,False
55743.309,4.958,0.04966,False
55744.3,5.111,0.1892,False
55746.307,4.967,0.05281,False
55746.321,4.338,0.04119,False
55747.32,5.6,0.2116,False
55752.285,5.209,0.09175,False
55752.297,5.349,0.07575,False
55753.311,5.058,0.1924,False
55761.306,5.117,0.06756,False
55761.324,5.217,0.08676,False
55968.576,4.7,0.1826,False
55970.652,4.39,0.1401,False
55970.656,4.567,0.0956,False
55971.652,5.158,0.2813,False
55979.649,5.313,0.1946,False
55981.615,4.429,0.04426,False
55981.625,4.441,0.04729,False
56000.543,4.351,0.05328,False
56000.559,3.974,0.03779,False
56001.624,4.99,0.2535,False
56004.623,5.979,0.3507,False
56006.553,4.378,0.04259,False
56006.566,4.392,0.03872,False
56014.595,4.282,0.05572,False
56014.609,4.815,0.06096,False
56015.574,3.252,0.1734,False
56019.592,4.597,0.1961,False
56027.479,4.563,0.1859,False
56029.549,4.155,0.06544,False
56029.561,3.919,0.04776,False
56030.532,3.469,0.182,False
56032.577,4.313,0.05176,False
56032.588,4.259,0.04988,False
56033.546,5.277,0.2233,False
56038.382,3.344,0.1806,False
56040.473,4.308,0.05166,False
56040.486,4.468,0.04706,False
56041.473,3.188,0.1876,False
56046.519,4.311,0.04835,False
56046.529,4.455,0.07193,False
56048.424,4.145,0.175,False
56057.449,5.171,0.2044,False
56062.458,4.672,0.04884,False
56062.469,4.582,0.04069,False
56063.518,5.125,0.1927,False
56065.418,4.589,0.04018,False
56065.43,4.22,0.03627,False
56066.37,4.204,0.1792,False
56067.456,4.7,0.05095,False
56068.327,4.046,0.1877,False
56086.441,4.988,0.2278,False
56088.306,4.943,0.04481,False
56088.321,5.275,0.05612,False
56089.31,4.333,0.1856,False
56091.3,4.837,0.0466,False
56092.304,4.679,0.1773,False
56094.33,4.795,0.04417,False
56094.341,4.539,0.04417,False
56358.598,3.947,0.1873,False
56384.504,4.456,0.07939,False
56384.516,4.818,0.0568,False
56385.537,4.329,0.192,False
56390.546,4.277,0.07775,False
56390.558,5.357,0.09471,False
56393.58,4.993,0.1858,False
56396.516,5.68,0.3757,False
56399.4,4.082,0.2344,False
56401.49,4.934,0.05093,False
56401.503,4.743,0.04984,False
56403.377,4.852,0.1904,False
56414.5,4.094,0.2018,False
56420.395,4.128,0.04212,False
56420.415,3.493,0.1756,False
56421.488,4.582,0.04613,False
56422.46,4.464,0.186,False
56424.493,6.681,0.06061,False
56424.508,4.757,0.0451,False
56427.426,4.704,0.05308,False
56427.439,4.745,0.04484,False
56432.444,4.236,0.191,False
56443.422,4.59,0.04513,False
56443.434,4.636,0.04882,False
56444.444,4.866,0.195,False
56447.329,4.638,0.1608,False
56450.351,5.101,0.04648,False
56450.36,6.309,0.3819,False
56451.338,4.62,0.04966,False
56458.324,4.429,0.2213,False
56460.326,4.404,0.05216,False
56460.337,4.127,0.06468,False
56462.306,3.282,0.2009,False
56470.388,5.214,0.1818,False
56473.3,4.824,0.1874,False
56475.304,4.146,0.04635,False
56476.317,4.088,0.2199,False
56478.31,4.263,0.0423,False
56478.322,4.479,0.04232,False
56479.311,3.841,0.1802,False
56486.305,4.326,0.04393,False
56486.318,4.306,0.03639,False
56487.321,3.906,0.1829,False
56489.304,4.249,0.06253,False
56491.298,3.413,0.1751,False
56508.279,4.304,0.1827,False
56508.3,4.219,0.04313,False
56660.209,4.36,0.2919,False
56664.513,4.778,0.3767,False
56669.5,5.041,0.5366,False
56671.475,4.567,0.2588,False
56672.481,4.369,0.1166,False
56673.452,4.293,0.1194,False
56674.472,4.251,0.1202,False
56675.512,4.511,0.1834,False
56677.479,4.578,0.2229,False
56678.437,4.633,0.1777,False
56678.537,4.519,0.112,False
56680.435,4.672,0.2032,False
56683.453,4.535,0.1118,False
56683.48,4.678,0.3253,False
56685.488,4.753,0.1278,False
56686.457,4.592,0.1098,False
56686.473,4.625,0.2868,False
56696.778,4.892,0.3074,False
56701.459,4.983,0.1923,False
56702.452,4.892,0.1089,False
56703.449,5.036,0.105,False
56706.421,5.243,0.1911,False
56707.398,5.138,0.1026,False
56711.523,5.129,0.6213,False
56712.469,5.264,0.3638,False
56712.472,5.057,0.4196,False
56712.508,5.048,0.4431,False
56712.511,5.002,0.491,False
56713.426,5.427,0.8206,False
56715.388,5.174,0.3193,False
56715.495,5.391,0.2777,False
56715.543,5.45,0.4638,False
56715.579,5.081,0.3657,False
56715.583,5.232,0.5019,False
56717.334,5.461,0.3438,False
56720.446,5.56,0.3494,False
56721.549,5.842,0.3621,False
56721.592,6.056,0.6656,False
56722.387,5.889,0.374,False
56722.438,5.802,0.3378,False
56722.44,5.445,0.5475,False
56722.478,5.85,0.3877,False
56722.481,5.427,0.5402,False
56723.479,5.731,0.333,False
56723.482,5.56,0.4626,False
56723.518,5.559,0.4011,False
56723.521,5.396,0.5511,False
56726.457,5.908,0.3837,False
56728.401,5.645,0.153,False
56729.386,5.445,0.09653,False
56730.481,5.624,0.1478,False
56731.394,5.462,0.09632,False
56732.427,5.716,0.09672,False
56733.396,5.339,0.09783,False
56739.41,5.253,0.3158,False
56741.513,5.39,0.4897,False
56741.517,4.722,0.6815,False
56741.58,5.46,0.4798,False
56741.606,5.504,0.6364,False
56743.496,5.679,0.5271,False
56743.511,5.52,0.275,False
56744.524,5.548,0.2942,False
56744.544,5.703,0.537,False
56744.557,5.302,0.3859,False
56744.56,5.103,0.5138,False
56745.281,5.315,0.3293,False
56747.416,5.821,0.376,False
56749.373,5.581,0.3561,False
56751.332,5.766,0.3242,False
56751.335,5.433,0.4623,False
56751.34,5.634,0.332,False
56751.372,5.448,0.3552,False
56751.375,5.254,0.4796,False
56755.341,5.443,0.3814,False
56760.387,5.653,0.2535,False
56761.375,5.38,0.09737,False
56762.335,5.469,0.145,False
56762.463,5.612,0.09928,False
56763.408,5.491,0.09515,False
56764.404,5.535,0.1884,False
56768.227,5.396,0.3368,False
56771.37,5.519,0.1242,False
56772.234,6.235,0.3817,False
56772.345,5.605,0.09448,False
56772.524,5.548,0.3944,False
56772.527,5.76,0.5841,False
56774.404,5.638,0.1407,False
56775.412,5.399,0.09782,False
56776.448,5.769,0.3134,False
56776.451,5.998,0.511,False
56776.488,6.452,0.4627,False
56776.491,6.016,0.5748,False
56778.286,5.841,0.333,False
56778.289,5.539,0.4688,False
56778.325,5.403,0.426,False
56778.329,5.198,0.562,False
56780.234,5.57,0.3604,False
56780.295,5.654,0.3392,False
56780.298,5.49,0.4941,False
56780.339,5.387,0.5544,False
56780.36,5.58,0.3079,False
56781.338,5.716,0.3264,False
56781.341,5.51,0.5047,False
56781.377,5.553,0.4044,False
56781.381,5.542,0.5574,False
56782.247,5.694,0.3257,False
56783.248,5.618,0.3319,False
56783.329,5.743,0.3457,False
56783.332,5.621,0.5438,False
56783.374,5.763,0.3684,False
56783.378,5.552,0.5078,False
56789.347,5.659,0.2349,False
56791.338,6.15,0.09423,False
56792.352,6.143,0.08886,False
56793.333,5.791,0.2616,False
56794.189,5.579,0.142,False
56795.175,5.246,0.327,False
56795.202,5.441,0.1371,False
56795.386,5.36,0.09738,False
56798.41,5.337,0.2572,False
56798.413,5.547,0.4143,False
56798.452,5.246,0.4166,False
56798.455,5.349,0.604,False
56799.212,5.281,0.3165,False
56800.502,5.131,0.4255,False
56801.334,5.197,0.3646,False
56801.337,5.326,0.5463,False
56801.385,5.012,0.3866,False
56801.388,4.991,0.5251,False
56803.397,5.391,0.4745,False
56803.415,5.165,0.2787,False
56804.187,5.184,0.3301,False
56805.399,5.192,0.2702,False
56805.401,5.374,0.4147,False
56805.439,4.988,0.4294,False
56805.442,5.038,0.619,False
56807.278,5.173,0.3459,False
56807.281,5.245,0.4673,False
56807.318,5.027,0.4334,False
56807.321,5.127,0.5441,False
56808.259,5.432,0.3521,False
