#x,y,yerr,mask
6664.51318,611.15119,19.07376,True
6664.51318,611.15119,19.07376,True
6664.51318,611.15119,19.07376,True
6664.51318,611.15119,19.07376,True
6664.51318,611.15119,19.07376,True
6664.51318,611.15119,19.07376,True
6664.51318,611.15119,19.07376,True
6664.51318,611.15119,19.07376,True
6664.51318,611.15119,19.07376,True
6664.51318,611.15119,19.07376,True
6664.51318,611.15119,19.07376,True
6664.51318,611.15119,19.07376,True
6664.51318,611.15119,19.07376,True
6664.51318,611.15119,19.07376,True
6664.51318,611.15119,19.07376,True
6664.51318,611.15119,19.07376,True
6664.51318,611.15119,19.07376,True
6664.51318,611.15119,19.07376,True
6664.51318,611.15119,19.07376,True
6664.51318,611.15119,19.07376,True
6664.51318,611.15119,19.07376,True
6664.51318,611.15119,19.07376,True
6664.51318,611.15119,19.07376,True
6664.51318,611.15119,19.07376,True
6664.51318,611.15119,19.07376,True
6664.51318,611.15119,19.07376,True
6664.51318,611.15119,19.07376,True
6664.51318,611.15119,19.07376,True
6664.51318,611.15119,19.07376,True
6664.51318,611.15119,19.07376,True
6664.51318,611.15119,19.07376,True
