#lags,ntau,weight_dist,acf,smooth_dist,smooth_weight_dist
-1976.98849,1.0,0.002031463494443671,0.0,4.2713591066443835,0.010335529488282674
-1974.9884899999,1.0,0.0020549907276684832,0.0,4.899162623643722,0.011903390491170361
-1972.9884899997999,1.0,0.002079481251461453,0.0,5.579359625473124,0.013614222551413327
-1970.9884899996998,1.0,0.0021044072367900637,0.0,6.309651059208127,0.015464975808440862
-1968.9884899995998,1.0,0.00212967874856977,0.0,7.086553751883933,0.017449689056280228
-1966.9884899994997,2.0,0.0021552101482897826,-0.9999999999994778,7.905363700844053,0.019559299039214467
-1964.9884899993997,2.0,0.002182001081940566,-0.9999999999996461,8.760147395053295,0.02178150703759602
-1962.9884899992996,2.0,0.0022093573566424923,-0.9999999999990246,9.643762921688513,0.024100711150700973
-1960.9884899991996,2.0,0.0022371594288376614,-4.626299343613027e-13,10.547912081840913,0.026498012354647257
-1958.9884899990996,3.0,0.0022652891264872757,-0.8282636676025051,11.463224271529121,0.028951302034510552
-1956.9884899989995,3.0,0.0022949256552652407,-0.7709536679653982,12.379372448110068,0.03143543811038582
-1954.9884899988995,3.0,0.0023252538024049604,-0.5632184934862131,13.28522104225961,0.033922515901670156
-1952.9884899987994,3.0,0.0023561288939438806,-0.1896186560105745,14.169005122589281,0.03638223829158187
-1950.9884899986994,4.0,0.002387404853029704,-0.6079933219412789,15.01853940408553,0.03878238737743819
-1948.9884899985993,4.0,0.0024203753269483805,-0.7414597491454735,15.821454758864283,0.04108939649859163
-1946.9884899984993,4.0,0.0024541712659800537,-0.8392056448811995,16.565458714780746,0.043269017302447366
-1944.9884899983992,4.0,0.002488629141217774,-0.8691747485166488,17.23861503306109,0.04528707144841723
-1942.9884899982992,5.0,0.0025235809442635776,-0.890776912609861,17.829635907464603,0.04711027090962572
-1940.9884899981992,5.0,0.002560414071632722,-0.8008118030358353,18.32817873875782,0.04870708499497575
-1938.988489998099,5.0,0.0025982489898788196,-0.5704936837799951,18.72513796186837,0.05004862666630274
-1936.988489997999,5.0,0.0026369036899577766,-0.2833560447884592,19.012921213661535,0.051109526010978165
-1934.988489997899,6.0,0.0026761881128961333,-0.12896611114589207,19.18569840288768,0.0518687553920477
-1932.988489997799,6.0,0.002717608296289544,-0.021147496944850214,19.239612134685473,0.05231036931214027
-1930.988489997699,6.0,0.002760236668932731,0.1385858567293251,19.172938560242095,0.052424122742718404
-1928.988489997599,6.0,0.0028038743455029197,0.2759038718587348,18.986189115913362,0.052205934758360883
-1926.9884899974988,7.0,0.0028483103616683434,-0.002451400711282331,18.682145760293828,0.05165816974043783
-1924.9884899973988,7.0,0.0028951717227261313,-0.11062398899997379,18.265825111915696,0.05078971592446635
-1922.9884899972988,7.0,0.0029434650530857165,-0.22882143992574533,17.744370165309288,0.04961585021194914
-1920.9884899971987,7.0,0.0029929790500164938,-0.29141990640802024,17.126871796577205,0.04815788834513342
-1918.9884899970987,8.0,0.003043484538261951,-0.20849122129404385,16.424125807360205,0.046442630048033576
-1916.9884899969986,8.0,0.0030966980205518546,-0.09153146602705046,15.648334538024276,0.04450161883587379
-1914.9884899968986,8.0,0.003151569673450073,0.07035424459150644,14.812764866991689,0.042370245195636036
-1912.9884899967985,8.0,0.003207877384427292,0.17413099403420162,13.931376506588594,0.04008672915555819
-1910.9884899966985,9.0,0.0032653738862697193,-0.13560184304249143,13.018435770954767,0.037691023459017245
-1908.9884899965984,9.0,0.0033259224106092678,-0.14833815255928195,12.088130364483021,0.03522368139137999
-1906.9884899964984,9.0,0.0033884040449717445,-0.14108639197831405,11.154200229930627,0.032724733724258284
-1904.9884899963984,9.0,0.003452579570586947,-0.13229899392175612,10.229598182133461,0.030232617368882938
-1902.9884899962983,10.0,0.003518176686475517,-0.3448725924725694,9.326192070556495,0.027783194448961095
-1900.9884899961983,10.0,0.0035872350931665815,-0.45025940686683774,8.454517735149182,0.02540889500180908
-1898.9884899960982,10.0,0.0036585150852262815,-0.5039280099499575,7.623589238263807,0.023138009842933495
-1896.9884899959982,10.0,0.003731752239874291,-0.48218446955388305,6.840769964436865,0.020994152743750976
-1894.9884899958981,11.0,0.0038066413135091895,-0.4872341188343487,6.11170535716527,0.018995903406083967
-1892.988489995798,11.0,0.0038854203195637146,-0.4029262274496085,5.440315456113371,0.01715663514322945
-1890.988489995698,11.0,0.0039667108067596695,-0.25760145237093723,4.828843121591435,0.015484523993967499
-1888.988489995598,11.0,0.0040502163569319325,-0.14167973941520512,4.277951958689362,0.013982729423927764
-1886.988489995498,12.0,0.004135592041195441,-0.0691136423170853,3.786866517174448,0.012649730961071507
-1884.988489995398,12.0,0.004225332593750388,0.058702400918331385,3.353546349855889,0.011479800169736085
-1882.9884899952979,12.0,0.004317912875793344,0.19633118749805084,2.97488494266232,0.010463583359579831
-1880.9884899951978,12.0,0.004412994710982321,0.28600744433109115,2.646924349993389,0.009588767406331687
-1878.9884899950978,13.0,0.004510183450332811,0.27687019322469686,2.365076537126873,0.008840799082748759
-1876.9884899949977,13.0,0.004612251670220574,0.2649213080003557,2.1243429038036776,0.008203627414575731
-1874.9884899948977,13.0,0.004717495057793763,0.20522068329828658,1.9195241972677077,0.0076604388381607035
-1872.9884899947976,13.0,0.004825525969697838,0.12923049183478205,1.7454139791473786,0.00719435637797016
-1870.9884899946976,14.0,0.0049358924567380925,0.4052466439107869,1.5969699501643861,0.006789076683509294
-1868.9884899945976,14.0,0.005051684536263084,0.5409857844955841,1.469458720341056,0.006429422512658533
