#CCCD,CCPD
1967.0115101972603,1967.0115101972603
93.75489230098273,101.01151010393035
1895.0391817238108,1895.0115101936588
1967.0115101972603,1967.0115101972603
-1909.988489996649,-1910.9884899966985
97.21767377989359,101.01151010393035
1967.0115101972603,1967.0115101972603
-1920.0441275390028,-1920.9884899971987
103.06764513235852,103.01151010403035
112.44885406502046,101.01151010393035
-1925.036884421329,-1924.9884899973988
-1930.116090223491,-1930.988489997699
1927.0115101952595,1927.0115101952595
-1925.031742676467,-1924.9884899973988
-1930.134925679994,-1934.988489997899
-1934.988489997898,-1930.988489997699
-1944.0786524077712,-1944.9884899983992
1967.0115101972603,1967.0115101972603
93.75489230098273,101.01151010393035
1895.0391817238108,1895.0115101936588
1967.0115101972603,1967.0115101972603
-1909.988489996649,-1910.9884899966985
97.21767377989359,101.01151010393035
1967.0115101972603,1967.0115101972603
-1920.0441275390028,-1920.9884899971987
103.06764513235852,103.01151010403035
112.44885406502046,101.01151010393035
-1925.036884421329,-1924.9884899973988
-1930.116090223491,-1930.988489997699
1927.0115101952595,1927.0115101952595
-1925.031742676467,-1924.9884899973988
-1930.134925679994,-1934.988489997899
-1934.988489997898,-1930.988489997699
-1944.0786524077712,-1944.9884899983992
1967.0115101972603,1967.0115101972603
93.75489230098273,101.01151010393035
1895.0391817238108,1895.0115101936588
1967.0115101972603,1967.0115101972603
-1909.988489996649,-1910.9884899966985
97.21767377989359,101.01151010393035
1967.0115101972603,1967.0115101972603
-1920.0441275390028,-1920.9884899971987
103.06764513235852,103.01151010403035
112.44885406502046,101.01151010393035
-1925.036884421329,-1924.9884899973988
-1930.116090223491,-1930.988489997699
1927.0115101952595,1927.0115101952595
-1925.031742676467,-1924.9884899973988
-1930.134925679994,-1934.988489997899
-1934.988489997898,-1930.988489997699
-1944.0786524077712,-1944.9884899983992
1967.0115101972603,1967.0115101972603
93.75489230098273,101.01151010393035
1895.0391817238108,1895.0115101936588
1967.0115101972603,1967.0115101972603
-1909.988489996649,-1910.9884899966985
97.21767377989359,101.01151010393035
1967.0115101972603,1967.0115101972603
-1920.0441275390028,-1920.9884899971987
103.06764513235852,103.01151010403035
112.44885406502046,101.01151010393035
-1925.036884421329,-1924.9884899973988
-1930.116090223491,-1930.988489997699
1927.0115101952595,1927.0115101952595
-1925.031742676467,-1924.9884899973988
-1930.134925679994,-1934.988489997899
-1934.988489997898,-1930.988489997699
-1944.0786524077712,-1944.9884899983992
1967.0115101972603,1967.0115101972603
93.75489230098273,101.01151010393035
1895.0391817238108,1895.0115101936588
1967.0115101972603,1967.0115101972603
-1909.988489996649,-1910.9884899966985
97.21767377989359,101.01151010393035
1967.0115101972603,1967.0115101972603
-1920.0441275390028,-1920.9884899971987
103.06764513235852,103.01151010403035
112.44885406502046,101.01151010393035
-1925.036884421329,-1924.9884899973988
-1930.116090223491,-1930.988489997699
1927.0115101952595,1927.0115101952595
