#Lag,CCF
-1000.0,-0.6395499157976193
-998.5,-0.6428914015284861
-997.0,-0.6452332312935452
-995.5,-0.6465395342327795
-994.0,-0.6467899143624796
-992.5,-0.6459806946968845
-991.0,-0.6484908654797011
-989.5,-0.6500237946566487
-988.0,-0.6505423200244319
-986.5,-0.6500357990605024
-985.0,-0.6485100788147024
-983.5,-0.6494626301307436
-982.0,-0.6512731619851853
-980.5,-0.6521451596554741
-979.0,-0.6520565794780179
-977.5,-0.6510006571609728
-976.0,-0.6504717938388676
-974.5,-0.6521455662922606
-973.0,-0.652949047807116
-971.5,-0.6528510884647691
-970.0,-0.65183385105763
-968.5,-0.6498940397727389
-967.0,-0.6516705800297227
-965.5,-0.6526216428752258
-964.0,-0.6526601509692247
-962.5,-0.6517611943659277
-961.0,-0.6499149249475185
-959.5,-0.6511355993237227
-958.0,-0.6536833019727839
-956.5,-0.6554289402446449
-955.0,-0.6563457662209728
-953.5,-0.6564189979985586
-952.0,-0.6560842852125414
-950.5,-0.6559063167694269
-949.0,-0.6549622682730749
-947.5,-0.6532452470667958
-946.0,-0.6507590972181941
-944.5,-0.6475185640097645
-943.0,-0.6485477120185028
-941.5,-0.6491516142595717
-940.0,-0.6492332507369519
-938.5,-0.6487923326823023
-937.0,-0.647832993962005
-935.5,-0.6477993374434015
-934.0,-0.6480789999364285
-932.5,-0.6478858815256562
-931.0,-0.6472188436664785
-929.5,-0.6460806228642049
-928.0,-0.6443751738063239
-926.5,-0.6420027874048948
-925.0,-0.639207507983697
-923.5,-0.6359967806782487
-922.0,-0.6323810950547799
-920.5,-0.628373828691625
-919.0,-0.62738985823348
-917.5,-0.6262245660844261
-916.0,-0.6247840742029475
-914.5,-0.6230668365724933
-913.0,-0.6210724340267652
-911.5,-0.620169536104165
-910.0,-0.6198573152478559
-908.5,-0.6193749101139943
-907.0,-0.6187197038489093
-905.5,-0.6178894515960216
-904.0,-0.6176826451729156
-902.5,-0.6192401473992202
-901.0,-0.6207537773001868
-899.5,-0.6222222824601458
-898.0,-0.6236444460340376
