0.000000000000000000e+00 5.891269481374987738e-01 5.913501426120422629e-03
8.003999999999999559e+00 5.193441055383050120e-01 5.314120360736901590e-03
1.600799999999999912e+01 4.808446452764973955e-01 4.720615580308121055e-03
2.401201000000000008e+01 5.069999896100468861e-01 5.014429828045141070e-03
3.201601000000000141e+01 6.110925012983183802e-01 6.036903410169970619e-03
4.002000999999999920e+01 6.440976351274435574e-01 6.414944408924936128e-03
4.802400999999999698e+01 5.979766332793378103e-01 6.040820933473130955e-03
5.602801000000000187e+01 6.459721700280057766e-01 6.469789735169179101e-03
6.403202000000000282e+01 6.973779108120747861e-01 7.012366712656876132e-03
7.203601999999999350e+01 7.286671694344158956e-01 7.331644861864438333e-03
8.004001999999999839e+01 8.023773291450279066e-01 7.968242398627981699e-03
8.804402000000000328e+01 7.602247784030233824e-01 7.750819855302587373e-03
9.604801999999999396e+01 7.129833648902137444e-01 7.180820214692767989e-03
1.040520300000000020e+02 6.667272084881489258e-01 6.697006086752475135e-03
1.120560300000000069e+02 5.596201626180955513e-01 5.682367551233966259e-03
1.200600299999999976e+02 5.931149868601158781e-01 5.938965327590963947e-03
1.280640300000000025e+02 5.253300811455338115e-01 5.319996645691642094e-03
1.360680299999999932e+02 5.349691472329596298e-01 5.394429588451686748e-03
1.440720399999999870e+02 6.095940486348595533e-01 6.060408549988931769e-03
1.520760400000000061e+02 6.558404112286665422e-01 6.526593823065003977e-03
1.600800399999999968e+02 5.682583015015639782e-01 5.694120121143447268e-03
1.680840399999999875e+02 5.351689409214208659e-01 5.363089402026404925e-03
1.760880400000000066e+02 5.247816278830913506e-01 5.200512184945253573e-03
3.601800900000000070e+02 1.107998992117772863e+00 1.118061150721940018e-02
3.681840900000000261e+02 1.146408349343607691e+00 1.175256990948079887e-02
3.761880899999999883e+02 1.250945499926787718e+00 1.247535295891386703e-02
3.841920999999999822e+02 1.308787731497949025e+00 1.301597117474998476e-02
3.921961000000000013e+02 1.353022445875583291e+00 1.364865118821036866e-02
4.002001000000000204e+02 1.201882438078008652e+00 1.225597165393689340e-02
4.082040999999999826e+02 1.273328269319393913e+00 1.277700225325720772e-02
4.162081000000000017e+02 1.210373669837608634e+00 1.221483765925370987e-02
4.242121099999999956e+02 1.226308195873212936e+00 1.222659022916319262e-02
4.322161100000000147e+02 1.146230102033314102e+00 1.147442575495642020e-02
4.402201099999999769e+02 1.207337589277659440e+00 1.219329128108632976e-02
4.482241099999999960e+02 1.176839670362556545e+00 1.189555951004614941e-02
4.562281100000000151e+02 1.177993380975337345e+00 1.171731219975235584e-02
4.642321200000000090e+02 1.087406530874710953e+00 1.090442611434660168e-02
4.722361200000000281e+02 9.988332877519089381e-01 1.003669470269660281e-02
4.802401199999999903e+02 1.036954707014961397e+00 1.043040579466420967e-02
4.882441200000000094e+02 1.059292424889581197e+00 1.045586969613475012e-02
4.962481199999999717e+02 9.841425753650578923e-01 9.893705102131252274e-03
5.042521300000000224e+02 8.756781076704597266e-01 8.796798577246377204e-03
5.122561299999999846e+02 9.311776603063312008e-01 9.306076606657212244e-03
5.202601300000000037e+02 1.005912252360719350e+00 1.010916888380506730e-02
5.282641300000000228e+02 1.088454468358306171e+00 1.074380765891703136e-02
5.362681300000000419e+02 1.085010965374828551e+00 1.097885905710664634e-02
7.203601800000000139e+02 9.585905296201950865e-01 9.693911413670078595e-03
7.283641800000000330e+02 8.631929609032878981e-01 8.738035727698973895e-03
7.363681800000000521e+02 8.692709983081409186e-01 8.649891453377868064e-03
7.443721900000000460e+02 8.601568803433385924e-01 8.532365754283059711e-03
7.523761899999999514e+02 8.171894847542767737e-01 8.226798936636560422e-03
7.603801899999999705e+02 9.227686965360976101e-01 9.405973450887799084e-03
7.683841899999999896e+02 1.003440295156425410e+00 1.003277717939344248e-02
7.763881900000000087e+02 1.051016656911655245e+00 1.043628207961895017e-02
7.843922000000000025e+02 1.083257873696664042e+00 1.080452927011601484e-02
7.923962000000000216e+02 9.767423738453882009e-01 9.846694822493329974e-03
8.004002000000000407e+02 1.153436386149477189e+00 1.149988965642696238e-02
8.084041999999999462e+02 1.138254024588079671e+00 1.163308544873441035e-02
8.164081999999999653e+02 1.217172531530243074e+00 1.227751803210427525e-02
8.244122099999999591e+02 1.231455821493565361e+00 1.226576546219479251e-02
8.324162099999999782e+02 1.236211694783602155e+00 1.226184793889163391e-02
8.404202099999999973e+02 1.217227376856487409e+00 1.227360050880111318e-02
8.484242100000000164e+02 1.217139232582166386e+00 1.225597165393689340e-02
8.564282100000000355e+02 1.284902591918581027e+00 1.274174454352876643e-02
8.644322200000000294e+02 1.288555682398778046e+00 1.291607433051939792e-02
8.724362200000000485e+02 1.221524899920054308e+00 1.222659022916319262e-02
8.804402199999999539e+02 1.213260884512037618e+00 1.235978602147064058e-02
8.884442199999999730e+02 1.269628168559559178e+00 1.276524968334772844e-02
8.964482199999999921e+02 1.334204622688852870e+00 1.332153799239648578e-02
1.080540269999999964e+03 1.276039195445180852e+00 1.289452795235201607e-02
1.088544270000000097e+03 1.203130169250065107e+00 1.208751815190100241e-02
1.096548270000000002e+03 1.235322416993784644e+00 1.241071382441172322e-02
1.104552280000000110e+03 1.244894885185056754e+00 1.234019840495483890e-02
1.112556280000000015e+03 1.128959700551331879e+00 1.131380729952684988e-02
1.120560279999999921e+03 1.138657529488305231e+00 1.137452891072583336e-02
1.128564280000000053e+03 1.117487233558027038e+00 1.128246711310156719e-02
1.136568279999999959e+03 1.169513901785646848e+00 1.169576582158497573e-02
1.144572290000000066e+03 1.136024953828581374e+00 1.138432271898373420e-02
1.152576289999999972e+03 1.159865041889963200e+00 1.161153907056703023e-02
1.160580290000000105e+03 1.169833179934854472e+00 1.168205449002391455e-02
1.168584290000000010e+03 1.063080669923737398e+00 1.088287973617921983e-02
1.176588289999999915e+03 1.229624379349338215e+00 1.197978626106409490e-02
1.184592300000000023e+03 1.128989081976105702e+00 1.120019912373520186e-02
1.192596299999999928e+03 1.187826364466269657e+00 1.182308532893768319e-02
1.200600300000000061e+03 1.217738613647549872e+00 1.234803345156115957e-02
1.208604299999999967e+03 1.181771832201235384e+00 1.173885857791973769e-02
1.216608300000000099e+03 1.127128258407104511e+00 1.122370426355416215e-02
1.224612309999999979e+03 1.195112957810147813e+00 1.211885833832628510e-02
