# lags,weights,weighted_lags
1.005555450546087712e+02,6.028776530133429512e-01,6.062269100000000321e+01
9.926772559155492104e+01,6.100483882261114044e-01,6.055811599999999828e+01
1.037893113619121550e+02,6.075207183920015019e-01,6.305415699999999646e+01
9.779862735163361265e+01,6.448058598334369673e-01,6.306112799999999652e+01
9.833228726939621822e+01,6.155586804786796762e-01,6.052929300000000978e+01
1.019404949192739593e+02,5.996380834564949414e-01,6.112740299999999394e+01
1.015004334799264569e+02,6.103620336976405270e-01,6.195201099999999883e+01
1.068504321270843036e+02,6.153894251152270956e-01,6.575462600000000180e+01
1.016122055010588952e+02,6.117252715211682901e-01,6.215875400000000184e+01
1.014740824093135672e+02,6.212199953257643292e-01,6.303772899999999879e+01
1.031232220160763262e+02,6.073202696307967718e-01,6.262882299999999702e+01
1.005904991250480407e+02,6.014607495364796552e-01,6.050123700000000326e+01
9.707640667272610813e+01,6.073269501905057544e-01,5.895711800000000835e+01
1.048297404776573956e+02,6.317591811086773479e-01,6.622715100000000632e+01
1.032838805414326231e+02,6.161104682203814020e-01,6.363427999999999685e+01
1.079536435846955840e+02,6.132822552492884771e-01,6.620605399999999463e+01
1.011073372995561357e+02,6.258434619094433993e-01,6.327736600000000067e+01
1.062685743024239713e+02,6.057111843508733440e-01,6.436806400000000394e+01
1.044909490977461530e+02,6.046702565683063080e-01,6.318256900000000087e+01
1.029250721526101415e+02,6.204129340353407018e-01,6.385604599999999920e+01
1.025517915101262076e+02,6.251747927160234974e-01,6.411279500000000553e+01
1.015004334799264569e+02,6.103620336976405270e-01,6.195201099999999883e+01
9.967631105619649645e+01,6.073269501905057544e-01,6.053611000000000075e+01
9.927669915982001214e+01,6.200265371525633951e-01,6.155418799999999635e+01
1.021332100172496240e+02,6.192835708318341625e-01,6.324941900000000317e+01
1.007161955079698146e+02,6.194811538037380272e-01,6.239178500000000582e+01
1.080587335979039381e+02,6.126858218268460554e-01,6.620605399999999463e+01
1.084791610714858905e+02,6.122809703167831907e-01,6.641972599999999716e+01
1.022861554705623348e+02,6.065403642808251394e-01,6.204068199999999678e+01
9.316697614269394023e+01,6.513168776354942846e-01,6.068122400000000027e+01
1.055455002524557244e+02,6.205053824497478443e-01,6.549155100000000118e+01
1.030362580958540093e+02,6.117986829583489383e-01,6.303744700000000023e+01
1.004679313484659104e+02,6.236649462073029504e-01,6.265832699999999988e+01
9.651804319081848860e+01,6.408864390019491930e-01,6.185710499999999712e+01
9.895265919663523846e+01,6.247148333543927068e-01,6.181719400000000064e+01
1.071641414650783730e+02,6.135877458732544865e-01,6.575460400000000050e+01
1.011976054822869031e+02,6.239949522427472584e-01,6.314679499999999734e+01
9.766717180290960698e+01,6.099385893984217155e-01,5.957097699999999207e+01
9.766717180290960698e+01,6.099385893984217155e-01,5.957097699999999207e+01
1.047927930248384030e+02,6.045505437094699230e-01,6.335253999999999763e+01
1.041791961327197527e+02,6.064797132769979005e-01,6.318256900000000087e+01
1.005046574499505283e+02,6.164093542714770280e-01,6.195201099999999172e+01
9.724968910162354518e+01,6.335755678932176727e-01,6.161502699999999777e+01
1.078462297815769375e+02,6.157772426027312562e-01,6.640925400000000423e+01
1.045049873173210244e+02,6.057560086369934149e-01,6.330452400000000068e+01
1.030900471493713724e+02,6.135227090192060251e-01,6.324808500000000322e+01
1.078920741704767039e+02,6.155155928791297137e-01,6.640925400000000423e+01
1.023175810137618242e+02,6.391385659440510514e-01,6.539511199999999747e+01
1.005161667570762205e+02,6.135975633557280151e-01,6.167647500000000349e+01
9.716780215925577124e+01,6.255231120735018635e-01,6.078070600000000212e+01
