#lags,ntau,weight_dist,acf,smooth_dist,smooth_weight_dist
-674.5,68.0,0.35387189893644716,-0.5952240610970128,1.055311506113296e-14,3.9525388743822725e-15
-673.0,68.0,0.35396414131940007,-0.5898918202424333,2.329265025516008e-14,8.723984603351717e-15
-671.5,64.0,0.3540412756741991,-0.5874020597158235,5.089985373368307e-14,1.9063958421324832e-14
-670.0,64.0,0.35408235458440857,-0.5869594795435887,1.101219296359681e-13,4.12449693052135e-14
-668.5,64.0,0.3541035074571606,-0.5852545102642321,2.358799474633348e-13,8.834640588581687e-14
-667.0,64.0,0.3541125362974261,-0.5822586140972725,5.002285501663747e-13,1.873557844335594e-13
-665.5,64.0,0.3541122242217159,-0.5779681517099204,1.0502834385993523e-12,3.933743142900699e-13
-664.0,60.0,0.35410502750429323,-0.573672831636919,2.1832603787287258e-12,8.177225195826322e-13
-662.5,60.0,0.35408546266170166,-0.572662889634898,4.493305524856055e-12,1.6829353022347789e-12
-661.0,60.0,0.3540476663701442,-0.5704910829575843,9.155630132539183e-12,3.42918464932775e-12
-659.5,60.0,0.3540060073757062,-0.5671180944805856,1.847025661707345e-11,6.917940901902198e-12
-658.0,60.0,0.35396369425706037,-0.5625264151036471,3.6891014804414914e-11,1.3817387850549198e-11
-656.5,60.0,0.35392359576142574,-0.5567222160738907,7.295111027649365e-11,2.7323657744330406e-11
-655.0,56.0,0.3538843560873835,-0.5545763095221908,1.4282609462510475e-10,5.349537672235705e-11
-653.5,56.0,0.35382301126876253,-0.5520068605808586,2.7685244757322133e-10,1.0369528459136343e-10
-652.0,56.0,0.3537609611449495,-0.5483475918655346,5.313188365146514e-10,1.9900684732532136e-10
-650.5,56.0,0.3537016468281668,-0.5435656074559956,1.0095529109264493e-09,3.7813275323579005e-10
-649.0,56.0,0.3536482149105183,-0.5376471708662287,1.8992016627392323e-09,7.113592177448907e-10
-647.5,52.0,0.35360340453392103,-0.5341135933941685,3.5373857504347014e-09,1.3249615297918774e-09
-646.0,52.0,0.3535526688688459,-0.5324150255474709,6.5232565926931594e-09,2.4433664244093018e-09
-644.5,52.0,0.353499199191936,-0.529637949856401,1.1910190526985583e-08,4.461146721023454e-09
-643.0,52.0,0.3534510842399559,-0.525734471536754,2.1530139304354032e-08,8.06452331213945e-09
-641.5,52.0,0.3534116038607333,-0.5206763042327536,3.8534587925138906e-08,1.4434013150429765e-08
-640.0,48.0,0.3533836981962788,-0.5163657712454949,6.828611753609096e-08,2.5578426048339733e-08
-638.5,48.0,0.3533662659277072,-0.5180787297649236,1.1981032707175188e-07,4.4878799080758834e-08
-637.0,48.0,0.3533461579740026,-0.5188173000006251,2.0813196497464458e-07,7.796361316825237e-08
