#CCCD,CCPD
112.79266410282307,102.00000005510859
104.49672878453569,100.00000005500858
114.00332773713502,102.00000005510859
98.86134811564061,100.00000005500858
116.96182569394544,102.00000005510859
110.41719639404914,96.00000005480858
108.05715938298682,106.00000005530859
95.21010884970292,102.00000005510859
100.38799488351953,96.00000005480858
80.7954079121546,94.00000005470858
113.85244904128075,102.00000005510859
111.37808862152976,102.00000005510859
105.57013744825275,96.00000005480858
108.95958430193363,100.00000005500858
112.8535642009837,102.00000005510859
103.56956052101047,100.00000005500858
108.40552982312744,102.00000005510859
110.76629127478012,102.00000005510859
109.63532657570376,100.00000005500858
108.7821124168859,100.00000005500858
116.04767341113546,96.00000005480858
113.1044343872871,96.00000005480858
112.79266410282307,102.00000005510859
104.49672878453569,100.00000005500858
114.00332773713502,102.00000005510859
98.86134811564061,100.00000005500858
116.96182569394544,102.00000005510859
110.41719639404914,96.00000005480858
108.05715938298682,106.00000005530859
95.21010884970292,102.00000005510859
100.38799488351953,96.00000005480858
80.7954079121546,94.00000005470858
113.85244904128075,102.00000005510859
111.37808862152976,102.00000005510859
105.57013744825275,96.00000005480858
108.95958430193363,100.00000005500858
112.8535642009837,102.00000005510859
103.56956052101047,100.00000005500858
108.40552982312744,102.00000005510859
110.76629127478012,102.00000005510859
109.63532657570376,100.00000005500858
108.7821124168859,100.00000005500858
116.04767341113546,96.00000005480858
113.1044343872871,96.00000005480858
112.79266410282307,102.00000005510859
104.49672878453569,100.00000005500858
114.00332773713502,102.00000005510859
98.86134811564061,100.00000005500858
116.96182569394544,102.00000005510859
110.41719639404914,96.00000005480858
108.05715938298682,106.00000005530859
95.21010884970292,102.00000005510859
100.38799488351953,96.00000005480858
80.7954079121546,94.00000005470858
113.85244904128075,102.00000005510859
111.37808862152976,102.00000005510859
105.57013744825275,96.00000005480858
108.95958430193363,100.00000005500858
112.8535642009837,102.00000005510859
103.56956052101047,100.00000005500858
108.40552982312744,102.00000005510859
110.76629127478012,102.00000005510859
109.63532657570376,100.00000005500858
108.7821124168859,100.00000005500858
116.04767341113546,96.00000005480858
113.1044343872871,96.00000005480858
112.79266410282307,102.00000005510859
104.49672878453569,100.00000005500858
114.00332773713502,102.00000005510859
98.86134811564061,100.00000005500858
116.96182569394544,102.00000005510859
110.41719639404914,96.00000005480858
108.05715938298682,106.00000005530859
95.21010884970292,102.00000005510859
100.38799488351953,96.00000005480858
