#Lag,CCF
-1976.98849,0.0
-1974.9884899999,0.0
-1972.9884899997999,0.0
-1970.9884899996998,0.0
-1968.9884899995998,0.0
-1966.9884899994997,-0.999999999999668
-1964.9884899993997,-0.9999999999998228
-1962.9884899992996,-0.9999999999996092
-1960.9884899991996,-8.667511153248597e-13
-1958.9884899990996,-0.6589310447853756
-1956.9884899989995,-0.6704063715165351
-1954.9884899988995,-0.5554311059765187
-1952.9884899987994,-0.18502496533612342
-1950.9884899986994,-0.44844744849274043
-1948.9884899985993,-0.28385024481553234
-1946.9884899984993,-0.1635749380578546
-1944.9884899983992,-0.11070348229928995
-1942.9884899982992,0.2384157750382208
-1940.9884899981992,0.4006696076740942
-1938.988489998099,0.5142066610986351
-1936.988489997999,0.5470421908368263
-1934.988489997899,0.7632885114441943
-1932.988489997799,0.7950041146724012
-1930.988489997699,0.6924141595169899
-1928.988489997599,0.5237409157446458
-1926.9884899974988,0.5394270939625478
-1924.9884899973988,0.5880111151884493
-1922.9884899972988,0.5513080653861896
-1920.9884899971987,0.4503071895979905
-1918.9884899970987,0.548441706641834
-1916.9884899969986,0.5175700862329267
-1914.9884899968986,0.40319979774592063
-1912.9884899967985,0.26583593459830834
-1910.9884899966985,0.4948351282075806
-1908.9884899965984,0.5247439359376795
-1906.9884899964984,0.4827641543439404
-1904.9884899963984,0.39685284231228374
-1902.9884899962983,0.555777247478596
-1900.9884899961983,0.5536942675254043
-1898.9884899960982,0.4735928404121133
-1896.9884899959982,0.36033067326819485
-1894.9884899958981,0.48816622126075804
-1892.988489995798,0.3881660514550046
-1890.988489995698,0.22662653967807359
-1888.988489995598,0.09005786919359558
-1886.988489995498,0.14044606214699076
-1884.988489995398,0.08163028821539284
-1882.9884899952979,0.007553169982851878
-1880.9884899951978,-0.04865267446950562
-1878.9884899950978,-0.0584152476988415
-1876.9884899949977,-0.15825771908482106
-1874.9884899948977,-0.23639663259203864
-1872.9884899947976,-0.277299742349118
-1870.9884899946976,-0.392373768323709
-1868.9884899945976,-0.5149459397576706
