#time,light curve,error
-197.0,8.376800897447598,1.945704374310653
-194.62663814814815,8.363306913986884,1.9404264159846518
-192.2532762962963,8.349695452364033,1.9350413824010433
-189.87991444444444,8.335965489818152,1.9295467516587015
-187.50655259259258,8.322115994684228,1.923939926093787
-185.13319074074073,8.308145926315605,1.9182182291923604
-182.75982888888888,8.294054235005794,1.9123789023346485
-180.38646703703705,8.279839861909592,1.906419101359299
-178.0131051851852,8.265501738963533,1.9003358929350136
-175.63974333333334,8.251038788805621,1.894126250725826
-173.2663814814815,8.236449924694387,1.8877870513351604
-170.89301962962963,8.221734050427226,1.881315070012463
-168.51965777777778,8.20689006025803,1.8747069761047872
-166.14629592592593,8.191916838814098,1.8679593282341134
-163.77293407407407,8.176813261012345,1.8610685691794322
-161.39957222222222,8.16157819197474,1.8540310204406838
-159.02621037037036,8.146210486943044,1.8468428764594764
-156.6528485185185,8.130708991192794,1.839500198469123
-154.27948666666668,8.115072539946533,1.831998907943872
-151.9061248148148,8.099299958286295,1.8243347796142253
-149.53276296296298,8.08339006106531,1.8165034340119488
-147.15940111111112,8.067341652818971,1.8085003295046516
-144.78603925925927,8.05115352767499,1.800320753775674
-142.41267740740741,8.034824469262793,1.7919598147003826
-140.03931555555556,8.018353250622132,1.783412430564718
-137.6659537037037,8.001738634110882,1.7746733195659739
-135.29259185185185,7.984979371312047,1.7657369885291296
-132.91923,7.968074202939955,1.7565977207645591
-130.54586814814814,7.951021858745635,1.7472495629844145
-128.17250629629632,7.933821057421376,1.7376863111853496
-125.79914444444445,7.916470506504439,1.727901495394223
-123.4257825925926,7.898968902279951,1.7178883631609254
-121.05242074074074,7.8813149296829454,1.7076398616681019
-118.67905888888889,7.863507262199537,1.697148618311161
-116.30569703703704,7.845544561767263,1.6864069195830527
-113.93233518518518,7.827425478674531,1.6754066880765826
-111.55897333333334,7.8091486514592034,1.6641394573919004
-109.18561148148149,7.790712706806302,1.6525963447077034
-106.81224962962963,7.772116259444815,1.640768020740869
-104.43888777777778,7.753357912043608,1.6286446767798148
-102.06552592592593,7.734436255106429,1.61621598843076
-99.69216407407407,7.715349866865997,1.6034710756619561
-97.31880222222223,7.696097313177177,1.5903984586672129
-94.94544037037038,7.676677147409214,1.5769860089947105
-92.57207851851852,7.657087910337033,1.563220895297668
-90.19871666666667,7.637328130031598,1.5490895229569133
-87.82535481481482,7.617396321749306,1.5345774666979064
-85.45199296296296,7.597290987820428,1.5196693951715228
-83.07863111111112,7.577010617536573,1.5043489862828339
-80.70526925925927,7.556553687037173,1.4885988318275103
-78.33190740740741,7.535918659194984,1.4724003297214348
-75.95854555555556,7.51510398350058,1.4557335617729308
-73.5851837037037,7.494108095945859,1.438577154532187
-71.21182185185185,7.472929418906512,1.4209081202374725
-68.83846,7.451566361023488,1.4027016742340908
-66.46509814814814,7.4300173170834185,1.383931024432191
-64.09173629629629,7.408280667898002,1.3645671273428375
-61.718374444444436,7.386354780182338,1.3445784039199549
-59.34501259259261,7.364238006432204,1.3239304067455162
-56.971650740740756,7.34192868480026,1.3025854278977798
-54.5982888888889,7.319425138971181,1.2805020339573676
-52.22492703703705,7.296725678035697,1.2576345107789417
-49.851565185185194,7.27382859636354,1.2339321955220095
-47.47820333333334,7.25073217347528,1.209338666462084
-45.104841481481486,7.227434673913056,1.1837907515086823
-42.73147962962963,7.203934347110165,1.1572173029607977
-40.35811777777778,7.180229427259535,1.1295376670290478
-37.984755925925924,7.156318133181032,1.1006597492267216
-35.61139407407407,7.132198668187632,1.0704775363725405
-33.238032222222216,7.107869219950414,1.0388678752695726
-30.864670370370362,7.08332796036238,1.0056862146795547
-28.491308518518537,7.058573045401101,0.9707608693537172
-26.117946666666683,7.033602614990143,0.933885123607906
-23.74458481481483,7.008414792859316,0.8948060840587371
-21.371222962962975,6.983007686403683,0.8532084727689241
-18.99786111111112,6.957379386541353,0.80869022431226
-16.624499259259267,6.931527967570032,0.760724150759261
-14.251137407407413,6.905451487022329,0.708594479146162
-11.877775555555559,6.879147985519796,0.6512845492753577
-9.504413703703705,6.852615486625704,0.5872598180855614
-7.131051851851851,6.825851996696532,0.5139940576711783
-4.757689999999997,6.798855504732167,0.4267255622507953
-2.3843281481481426,6.771623982224796,0.3139488199066579
-0.010966296296288647,6.744155383006486,0.11650001310362787
2.362395555555537,6.63294593546463,0.26103093194241805
4.735757407407391,6.521101378886142,0.2770128514037571
7.109119259259245,6.409000921408049,0.196500676334286
9.482481111111099,6.258686226072525,0.22857618492857973
11.855842962962953,6.085126026190091,0.2802908222012092
14.229204814814807,5.911277166358834,0.24063946029832978
16.60256666666666,5.79829702266339,0.1732884107109993
18.975928518518515,5.868014508360176,0.27213821924558357
21.34929037037037,5.937427020417812,0.2665436168100329
23.722652222222223,6.006539774470353,0.14486833793730075
26.096014074074077,5.964041228996759,0.2513210185204179
28.46937592592593,5.905789073584405,0.2785745236408249
30.842737777777756,5.847234782901706,0.21207111105951432
33.21609962962961,5.822830330803898,0.21354446000343646
35.589461481481464,5.831803910784117,0.2786983771708029
37.96282333333332,5.840469796272408,0.2503007906155709
40.33618518518517,5.864627234580052,0.14726621685907276
42.70954703703703,5.9912735964034525,0.26708956824621166
45.08290888888888,6.117624246236337,0.2720143794041283
47.456270740740734,6.243688678026314,0.17220073179845927
49.82963259259259,6.234713276980988,0.24220299243490592
52.20299444444444,6.183087373150425,0.28028121760680513
54.5763562962963,6.131180170155469,0.22695504262790686
56.94971814814815,6.020045400134585,0.1975763752452162
59.323080000000004,5.815784933948427,0.27642046288557415
61.69644185185183,5.611215569609525,0.25822696515620175
64.06980370370371,5.4093579142858275,0.11129888680955168
66.44316555555554,5.39483037769568,0.26007365456149584
68.81652740740742,5.379962312561432,0.2750786790601397
71.18988925925925,5.364752601701403,0.19099679934127015
73.56325111111113,5.384449483053526,0.22926046305690972
75.93661296296295,5.42333417443897,0.27966171751262386
78.30997481481478,5.461880479046528,0.23801980193741795
80.68333666666666,5.456090911333158,0.17612466540766658
83.05669851851849,5.331636313239435,0.2722755919508496
85.43006037037037,5.206836438219724,0.26452476968562744
87.8034222222222,5.081681908851147,0.13614960388745856
90.17678407407408,5.280802208918425,0.25179212680743723
92.5501459259259,5.516195660552478,0.27792503326068274
94.92350777777779,5.751257702991156,0.20946455159658237
97.29686962962961,5.901156365987364,0.2164157731669095
99.6702314814815,5.974350724130362,0.2791939858540799
102.04359333333332,6.047248098703609,0.24907964592489218
104.4169551851852,6.11613926311259,0.15320014592036602
106.79031703703703,6.164299324876787,0.2683629925778688
109.16367888888885,6.212176675748625,0.27136260278175195
111.53704074074074,6.259774913217011,0.16830826041243016
113.91040259259256,6.167176650283507,0.2440765515843934
116.28376444444444,6.035136035669035,0.2800023029918952
118.65712629629627,5.902803004873778,0.22416154722269202
121.03048814814815,5.9471502003744,0.2001718546713172
123.40384999999998,6.247046693643499,0.27723628645536
125.77721185185186,6.5466666936311935,0.2583474822286493
128.15057370370369,6.842815446480181,0.12435216412308514
130.52393555555557,7.053718887533147,0.2632710027848231
132.8972974074074,7.26440644839656,0.27676308331391725
135.27065925925928,7.474893960066673,0.19319472255611592
137.6440211111111,7.443736230277573,0.23526850373330174
140.01738296296293,7.290225531468494,0.2817645412516818
142.3907448148148,7.136516723503791,0.23854442683937743
144.76410666666663,7.058460993634016,0.18381813820830317
147.13746851851852,7.164490366066166,0.27504274832810816
149.51083037037034,7.270312181642396,0.2663743673909089
151.88419222222223,7.375934391780244,0.14038542626568196
154.25755407407405,7.801630844645018,0.2570059250957255
156.63091592592593,8.255332300962827,0.2808775705255976
159.00427777777776,8.708908165940436,0.2134733559371826
161.37763962962964,9.038248804250507,0.22530242617666427
163.75100148148147,9.264602671199961,0.2834561028945103
166.12436333333335,9.490906783063556,0.25345315958634446
168.49772518518517,9.696090846007076,0.17084647813085707
170.871087037037,9.801363683159975,0.2746612850378814
173.24444888888888,9.906627097278594,0.2764299166701299
175.6178107407407,10.01188899782235,0.1792005693009689
177.9911725925926,10.049136456463467,0.2926780734864623
180.36453444444442,10.069586531680935,0.4096740690953421
182.7378962962963,10.09004733804357,0.497519780598236
185.11125814814812,10.110520412969851,0.5698804042913286
187.48462,10.131007294800108,0.6321149318985669
189.85798185185183,10.151509522912121,0.6869972720397033
192.23134370370371,10.172028637836783,0.7361883786270523
194.60470555555554,10.19256618137386,0.7807781760330419
196.97806740740742,10.213123696707832,0.8215286217571073
199.35142925925925,10.233702728523859,0.8589977314759769
201.72479111111107,10.254304823123842,0.8936089553036766
204.09815296296296,10.274931528542607,0.925692765183866
206.47151481481478,10.295584394664235,0.955512971239536
208.84487666666666,10.316264973338514,0.9832841166832906
211.2182385185185,10.336974818497538,1.0091833958353293
213.59160037037037,10.357715486272484,1.0333590689090355
215.9649622222222,10.378488535110522,1.0559365570631565
218.33832407407408,10.399295525891931,1.0770229552351613
220.7116859259259,10.420138022047375,1.0967104377607368
223.0850477777778,10.44101758967538,1.1150788715897968
225.4584096296296,10.461935797660008,1.132197851032163
227.8317714814815,10.482894217788752,1.1481283026640412
230.20513333333332,10.503894424870627,1.1629237657062732
232.57849518518515,10.524937996854506,1.1766314238128595
234.95185703703703,10.546026514947695,1.1892929438967461
237.32521888888886,10.567161563734723,1.2009451633220927
239.69858074074074,10.588344731296432,1.2116206565623695
242.07194259259256,10.609577609329287,1.2213482049943516
244.44530444444445,10.630861793264987,1.2301531880271095
