# time,flux,err
5.622252999999999884e+04,2.982422999999999824e+00,4.494458000000000064e-01
5.623151000000000204e+04,2.972043999999999908e+00,4.494707000000000008e-01
5.624050000000000000e+04,2.961659000000000042e+00,4.474378999999999995e-01
5.624948999999999796e+04,2.951268999999999920e+00,4.433189000000000157e-01
5.625847000000000116e+04,2.940872999999999848e+00,4.370548000000000211e-01
5.626745999999999913e+04,2.930470999999999826e+00,4.285511000000000181e-01
5.627644999999999709e+04,2.920062999999999853e+00,4.176710000000000145e-01
5.628543000000000029e+04,2.909650000000000070e+00,4.042220000000000257e-01
5.629441999999999825e+04,2.899230999999999892e+00,3.879368999999999734e-01
5.630341000000000349e+04,2.888806000000000207e+00,3.684390000000000165e-01
5.631238999999999942e+04,2.878375000000000128e+00,3.451837999999999851e-01
5.632137999999999738e+04,2.867938000000000098e+00,3.173453999999999997e-01
5.633037000000000262e+04,2.857495000000000118e+00,2.835764000000000062e-01
5.633934999999999854e+04,2.847045000000000048e+00,2.413991000000000053e-01
5.634833999999999651e+04,2.836590000000000167e+00,1.851521999999999890e-01
5.635733000000000175e+04,2.826128000000000196e+00,9.185973000000000055e-02
5.636630999999999767e+04,2.855243000000000198e+00,1.378839000000000037e-01
5.637530000000000291e+04,2.890871000000000191e+00,1.399488000000000121e-01
5.638429000000000087e+04,2.926493999999999929e+00,5.249039999999999956e-02
5.639326999999999680e+04,2.978133999999999837e+00,5.554413999999999879e-02
5.640226000000000204e+04,2.986962999999999813e+00,4.630234999999999906e-02
5.641125000000000000e+04,2.974814999999999987e+00,9.361398999999999415e-02
5.642023000000000320e+04,2.875824000000000158e+00,3.301623000000000058e-02
5.642922000000000116e+04,2.973589000000000038e+00,6.442256999999999845e-02
5.643820999999999913e+04,2.936458000000000013e+00,9.534808999999999646e-02
5.644719000000000233e+04,2.990508999999999862e+00,4.933669000000000249e-02
5.645618000000000029e+04,2.967099000000000153e+00,7.677357999999999405e-02
5.646516000000000349e+04,2.862725000000000186e+00,8.335123999999999311e-02
5.647415000000000146e+04,2.946588000000000207e+00,4.999743999999999716e-02
5.648313999999999942e+04,2.978849999999999998e+00,7.561745000000000272e-02
5.649212000000000262e+04,2.939894999999999925e+00,6.396399999999999308e-02
5.650111000000000058e+04,2.966721999999999859e+00,7.764289000000000607e-02
5.651009999999999854e+04,3.010222999999999871e+00,7.215705999999999509e-02
5.651908000000000175e+04,2.982279000000000124e+00,5.921173999999999882e-02
5.652806999999999971e+04,2.968930999999999987e+00,7.908252999999999810e-02
5.653705999999999767e+04,3.035416999999999810e+00,8.995443999999999662e-02
5.654604000000000087e+04,3.007889000000000035e+00,5.299630000000000313e-02
5.655502999999999884e+04,2.986798999999999982e+00,5.486168999999999768e-02
5.656401999999999680e+04,3.010102999999999973e+00,8.225960000000000216e-02
5.657300000000000000e+04,3.013742000000000143e+00,5.318124999999999936e-02
5.658198999999999796e+04,3.017370000000000108e+00,4.552199999999999996e-02
5.659098000000000320e+04,3.011503999999999959e+00,5.496377999999999681e-02
5.659995999999999913e+04,3.004586000000000201e+00,8.357475999999999794e-02
5.660894999999999709e+04,3.037608000000000086e+00,6.618651999999999869e-02
5.661794000000000233e+04,3.026372999999999980e+00,7.406564999999999677e-02
5.662691999999999825e+04,3.082250000000000156e+00,5.819143999999999706e-02
5.663591000000000349e+04,3.059191999999999911e+00,5.988095000000000223e-02
5.664490000000000146e+04,3.058635000000000215e+00,6.907747000000000193e-02
