#Lag,CCF
1450.27258,  -0.75097
1457.48786,  -0.76248
1464.70315,  -0.77962
1471.91844,  -0.78720
1479.13372,  -0.79272
1486.34901,  -0.81143
1493.56430,  -0.83391
1500.77958,  -0.85269
1507.99487,  -0.87146
1515.21016,  -0.88807
1522.42544,  -0.89695
1529.64073,  -0.90249
1536.85602,  -0.91423
1544.07130,  -0.92450
1551.28659,  -0.92237
1558.50188,  -0.91299
1565.71716,  -0.91486
1572.93245,  -0.91848
1580.14773,  -0.90923
1587.36302,  -0.88647
1594.57831,  -0.85699
1601.79359,  -0.81119
1609.00888,  -0.71009
1616.22417,  -0.63898
1623.43945,  -0.07177
1630.65474,  -0.08766
1637.87003,  -0.11404
1645.08531,  -0.15983
1652.30060,  -0.17025
1659.51589,  -0.12632
1666.73117,  -0.04675
1673.94646,   0.03284
1681.16175,   0.07870
1688.37703,   0.13627
1695.59232,   0.13289
1702.80760,   0.16740
1710.02289,   0.17950
1717.23818,   0.17589
1724.45346,   0.19691
1731.66875,   0.24758
1738.88404,   0.31677
1746.09932,   0.42270
1753.31461,   0.42456
1760.52990,   0.34779
1767.74518,   0.27815
1774.96047,   0.22970
1782.17576,   0.26702
1789.39104,   0.27578
1796.60633,   0.25549
1803.82161,   0.22524
1811.03690,   0.26775
1818.25219,   0.11767
1825.46747,  -0.08961
1832.68276,  -0.23439
1839.89805,   0.04086
1847.11333,  -0.11941
1854.32862,  -0.24826
1861.54391,   0.28952
1868.75919,   0.29251
1875.97448,   0.08833
1883.18977,  -0.11829
1890.40505,  -0.30001
1897.62034,  -0.11164
1904.83563,  -0.41347
1912.05091,  -0.02939
1919.26620,   0.70741
1926.48148,   0.29235
1933.69677,  -0.17618
1940.91206,  -0.22826
1948.12734,  -0.33084
1955.34263,  -0.71026
1962.55792,  -1.00000
1969.77320,   0.00000
