# time,flux,err
-9.884941999999999496e+01,5.851404999999999745e+00,3.361097000000000112e-01
-9.358383999999999503e+01,5.612638999999999712e+00,3.367211999999999983e-01
-8.831825000000000614e+01,5.306217000000000183e+00,3.358069000000000193e-01
-8.305266000000000304e+01,4.891944999999999766e+00,3.361759999999999748e-01
-7.778708000000000311e+01,5.187699000000000282e+00,3.368122000000000060e-01
-7.252149000000000001e+01,5.673492999999999675e+00,3.635243000000000224e-01
-6.725589999999999691e+01,5.812856000000000023e+00,5.515482999999999913e-01
-6.199031999999999698e+01,5.892917999999999878e+00,7.203340000000000298e-01
-5.672473000000000098e+01,5.969924999999999926e+00,8.349908000000000330e-01
-5.145913999999999788e+01,6.046053999999999817e+00,9.134075999999999862e-01
-4.619355999999999796e+01,6.121387000000000356e+00,9.658518999999999854e-01
-4.092797000000000196e+01,6.195947000000000315e+00,9.949211000000000027e-01
-3.566237999999999886e+01,6.269751000000000296e+00,1.002490000000000103e+00
-3.039679999999999893e+01,6.342816000000000010e+00,9.890527999999999542e-01
-2.513120999999999938e+01,6.415160000000000196e+00,9.537208999999999826e-01
-1.986561999999999983e+01,6.486799999999999677e+00,8.938971999999999474e-01
-1.460003999999999991e+01,6.557750000000000412e+00,8.041260000000000074e-01
-9.334448999999999330e+00,6.628026000000000195e+00,6.725065000000000071e-01
-4.068863000000000341e+00,6.697643000000000235e+00,4.647247999999999934e-01
1.196723999999999899e+00,6.694607999999999670e+00,2.440894000000000119e-01
6.462310999999999694e+00,6.446092000000000155e+00,2.672495999999999761e-01
1.172789999999999999e+01,6.085333000000000325e+00,3.342365999999999948e-01
1.699348000000000170e+01,5.787899000000000349e+00,2.244015000000000037e-01
2.225907000000000124e+01,5.968626000000000431e+00,2.789177999999999935e-01
2.752466000000000079e+01,5.933190999999999882e+00,3.323137999999999925e-01
3.279023999999999717e+01,5.813069999999999737e+00,2.030889999999999918e-01
3.805583000000000027e+01,5.829016000000000197e+00,2.895376000000000061e-01
4.332142000000000337e+01,6.024201999999999835e+00,3.298496000000000206e-01
4.858700999999999937e+01,6.281101999999999741e+00,1.797246000000000121e-01
5.385258999999999929e+01,6.164483999999999853e+00,2.993453999999999837e-01
5.911818000000000239e+01,5.835503000000000107e+00,3.262504999999999988e-01
6.438376999999999839e+01,5.387213000000000029e+00,1.455056000000000127e-01
6.964934999999999832e+01,5.364023000000000430e+00,3.066370999999999958e-01
7.491494000000000142e+01,5.408843000000000067e+00,3.212587000000000081e-01
8.018053000000000452e+01,5.498844000000000065e+00,1.022255999999999998e-01
8.544611000000000445e+01,5.184995999999999938e+00,3.133074000000000137e-01
9.071169999999999334e+01,5.313400999999999819e+00,3.154641999999999724e-01
9.597728999999999644e+01,5.872486999999999568e+00,8.479483999999999633e-02
1.012429000000000059e+02,6.032130999999999688e+00,3.201808999999999905e-01
1.065084999999999980e+02,6.199972999999999956e+00,2.870896000000000003e-01
1.117740000000000009e+02,6.293250999999999706e+00,1.322137999999999924e-01
1.170395999999999930e+02,5.950535999999999603e+00,2.864573000000000258e-01
1.223051999999999992e+02,6.081774000000000235e+00,2.764852999999999894e-01
1.275708000000000055e+02,6.785944999999999894e+00,1.637491000000000085e-01
1.328363999999999976e+02,7.393403000000000169e+00,2.910524999999999918e-01
1.381020000000000039e+02,7.319842999999999655e+00,2.710800999999999905e-01
1.433676000000000101e+02,6.946003000000000149e+00,1.870324999999999904e-01
1.486331999999999880e+02,7.302035000000000053e+00,2.938513999999999848e-01
1.538986999999999910e+02,7.684078999999999660e+00,2.630769000000000024e-01
1.591642999999999972e+02,8.699272000000000560e+00,2.092351000000000072e-01
1.644299000000000035e+02,9.372937999999999548e+00,2.978508000000000266e-01
1.696955000000000098e+02,9.826332000000000733e+00,2.565862999999999894e-01
1.749610999999999876e+02,1.006028000000000056e+01,2.263760999999999968e-01
1.802266999999999939e+02,9.856236000000000885e+00,3.170895000000000241e-01
1.854923000000000002e+02,9.735535000000000494e+00,3.406794000000000211e-01
1.907578000000000031e+02,9.717548999999999992e+00,3.399955000000000060e-01
1.960234000000000094e+02,9.653921000000000419e+00,3.407668999999999837e-01
2.012889999999999873e+02,9.966093000000000757e+00,3.410646999999999984e-01
2.065545999999999935e+02,1.060514000000000046e+01,3.410336999999999952e-01
2.118201999999999998e+02,1.121109000000000044e+01,3.426123999999999836e-01
2.170858000000000061e+02,1.145015000000000072e+01,3.428687000000000262e-01
2.223514000000000124e+02,1.143347999999999942e+01,3.422851000000000088e-01
2.276169999999999902e+02,1.168845999999999918e+01,3.434664000000000050e-01
2.328824999999999932e+02,1.180499999999999972e+01,3.434646000000000088e-01
2.381480999999999995e+02,1.173085000000000022e+01,3.430034000000000138e-01
2.434137000000000057e+02,1.180513999999999974e+01,3.439762000000000097e-01
2.486793000000000120e+02,1.188340999999999958e+01,3.436672000000000060e-01
