# lags,weights,weighted_lags
2.520471750635105934e+02,9.935697630290750704e-01,2.504264520000000118e+02
2.507170880588214175e+02,9.932538580759815439e-01,2.490257149999999911e+02
2.558391832852531138e+02,9.720160133669962788e-01,2.486797829999999863e+02
2.546273884863773844e+02,9.796440378343090893e-01,2.494442029999999875e+02
2.599094464216194069e+02,9.594155327293945046e-01,2.493611600000000124e+02
2.627911033747985812e+02,9.517451305925196392e-01,2.501101530000000253e+02
2.643809740342191503e+02,9.446195737507038226e-01,2.497394429999999943e+02
2.545891452786781883e+02,9.802369018004649659e-01,2.495576749999999890e+02
2.534335387904438051e+02,9.841991639719201990e-01,2.494290770000000066e+02
2.517775549411458655e+02,9.941859672857334962e-01,2.503137120000000095e+02
2.544221695238018128e+02,9.852774523115942484e-01,2.506764269999999897e+02
2.558519755642216751e+02,9.719674137813276715e-01,2.486797829999999863e+02
2.549997546161430648e+02,9.795353033809832688e-01,2.497812619999999981e+02
2.573993304335097605e+02,9.732940819157046564e-01,2.505252449999999840e+02
2.565180561952249150e+02,9.720150413514689891e-01,2.493394089999999892e+02
2.605857787146774172e+02,9.570094624122078564e-01,2.493830559999999821e+02
2.517775549411458655e+02,9.941859672857334962e-01,2.503137120000000095e+02
2.565180561952249150e+02,9.720150413514689891e-01,2.493394089999999892e+02
2.522317659704807511e+02,9.902538050232403410e-01,2.497734660000000133e+02
2.541087191044778137e+02,9.829706665724499137e-01,2.497814170000000047e+02
2.599205662164263799e+02,9.593589288827933936e-01,2.493571159999999907e+02
2.608803579854379109e+02,9.561447167821023330e-01,2.494393760000000100e+02
2.564447150363907895e+02,9.769742338595167608e-01,2.505398789999999849e+02
2.534340456580282819e+02,9.841971955755605128e-01,2.494290770000000066e+02
2.569159380318283183e+02,9.727443260800705538e-01,2.499135210000000029e+02
2.514771626850073574e+02,9.954065821616803200e-01,2.503220230000000015e+02
2.560952640294520961e+02,9.795362829167765240e-01,2.508546029999999689e+02
2.541627386600898717e+02,9.845496012484283854e-01,2.502358230000000106e+02
2.562546232210069093e+02,9.789272007929797903e-01,2.508546210000000087e+02
2.546471396514533296e+02,9.810253291748460835e-01,2.498152939999999944e+02
2.562546232210069093e+02,9.789272007929797903e-01,2.508546210000000087e+02
2.559029113789362100e+02,9.790505533913300695e-01,2.505418870000000027e+02
2.581429466990906576e+02,9.661086277546491186e-01,2.493941279999999949e+02
2.500457194370180787e+02,9.963008587425506990e-01,2.491207650000000058e+02
2.599094464216194069e+02,9.594155327293945046e-01,2.493611600000000124e+02
2.608824706363416226e+02,9.561447167821023330e-01,2.494413959999999975e+02
2.507594425324668066e+02,9.931495718960038355e-01,2.490416329999999903e+02
2.586563452251724584e+02,9.689192537759939716e-01,2.506171129999999607e+02
2.608824706363416226e+02,9.561447167821023330e-01,2.494413959999999975e+02
2.545632304687285341e+02,9.798909392401139451e-01,2.494442029999999875e+02
2.520471750635105934e+02,9.935697630290750704e-01,2.504264520000000118e+02
2.518154820775850169e+02,9.906004545151209095e-01,2.494485310000000027e+02
2.583358742795359149e+02,9.661086277546491186e-01,2.495805169999999862e+02
2.586449996854576625e+02,9.689618871610876649e-01,2.506171469999999886e+02
2.547985638228192329e+02,9.778724858640106543e-01,2.491605050000000006e+02
2.599094464216194069e+02,9.594155327293945046e-01,2.493611600000000124e+02
2.563057580102577617e+02,9.774941224300278675e-01,2.505373720000000048e+02
2.590484973235443817e+02,9.604330523842309342e-01,2.487987389999999834e+02
2.599094464216194069e+02,9.594155327293945046e-01,2.493611600000000124e+02
2.608803904073081981e+02,9.561447167821023330e-01,2.494394069999999886e+02
2.544757586859732328e+02,9.829696836022749906e-01,2.501419559999999933e+02
2.534493809994292235e+02,9.841971955755605128e-01,2.494441700000000139e+02
2.586752345762020013e+02,9.690539429129468862e-01,2.506702559999999949e+02
2.558391832852531138e+02,9.720160133669962788e-01,2.486797829999999863e+02
2.514771626850073574e+02,9.954065821616803200e-01,2.503220230000000015e+02
2.456728560493632756e+02,1.019348808114485472e+00,2.504263329999999996e+02
2.647734177335679533e+02,9.446195737507038226e-01,2.501101529999999968e+02
2.590692220323075503e+02,9.603562208133441525e-01,2.487987390000000119e+02
2.507170880588214175e+02,9.932538580759815439e-01,2.490257149999999911e+02
2.544757586859732328e+02,9.829696836022749906e-01,2.501419559999999933e+02
2.544855156076302194e+02,9.808526839101402439e-01,2.496128009999999904e+02
2.558391832852531138e+02,9.720160133669962788e-01,2.486797829999999863e+02
2.514771626850073574e+02,9.954065821616803200e-01,2.503220230000000015e+02
2.576858768157319446e+02,9.673092801210996239e-01,2.492619400000000098e+02
2.558391832852531138e+02,9.720160133669962788e-01,2.486797829999999863e+02
2.587758720652405486e+02,9.684717164698275482e-01,2.506171130000000176e+02
2.514771626850073574e+02,9.954065821616803200e-01,2.503220230000000015e+02
