1
138
   0.00000   -2.86798    0.06846
   8.00400   -3.25186    0.06364
  16.00800   -3.88522    0.05907
  24.01201   -3.59901    0.05945
  32.01601   -3.82662    0.05733
  40.02001   -3.80683    0.05804
  48.02401   -3.33886    0.06342
  56.02801   -3.52016    0.06099
  64.03202   -4.26153    0.05388
  72.03602   -4.29523    0.05349
  80.04002   -4.13663    0.05457
  88.04402   -4.63094    0.04887
  96.04802   -3.76792    0.05861
 104.05203   -3.54403    0.06116
 112.05603   -3.36101    0.06421
 120.06003   -3.89939    0.05788
 128.06403   -2.81422    0.06825
 136.06803   -2.05668    0.07699
 144.07204   -2.68308    0.06990
 152.07604   -2.34633    0.07578
 160.08004   -0.71373    0.08858
 168.08404    0.02839    0.09678
 176.08804    0.37390    0.10015
 360.18009    2.13417    0.11877
 368.18409    0.79128    0.10424
 376.18809    0.52467    0.10171
 384.19210    0.62124    0.10441
 392.19610    0.81125    0.10617
 400.20010   -0.43643    0.09306
 408.20410   -0.36188    0.09362
 416.20810   -0.21113    0.09487
 424.21211    1.29316    0.10906
 432.21611    1.04055    0.10645
 440.22011    1.53084    0.11422
 448.22411    2.00581    0.11735
 456.22811    1.89825    0.11566
 464.23212    0.57316    0.10438
 472.23612    0.88675    0.10512
 480.24012    0.25706    0.10088
 488.24412    0.63998    0.10411
 496.24812    1.93826    0.11831
 504.25213    1.90470    0.11815
 512.25613    1.38669    0.11207
 520.26013    1.59286    0.11273
 528.26413    1.00915    0.10759
 536.26813    0.66803    0.10238
 720.36018    2.65100    0.12614
 728.36418    2.76362    0.12640
 736.36818    3.03987    0.12757
 744.37219    2.08118    0.12156
 752.37619    2.77319    0.12581
 760.38019    2.88075    0.12585
 768.38419    2.63962    0.12611
 776.38819    3.14455    0.12798
 784.39220    3.40681    0.13132
 792.39620    3.35761    0.13320
 800.40020    4.03257    0.13962
 808.40420    4.03618    0.13829
 816.40820    3.77817    0.13599
 824.41221    4.29918    0.14287
 832.41621    3.94952    0.13819
 840.42021    2.90179    0.12689
 848.42421    1.10447    0.10978
 856.42821    0.90865    0.10769
 864.43222    0.58444    0.10515
 872.43622    1.74346    0.11545
 880.44022    1.04018    0.11131
 888.44422    0.99546    0.11082
 896.44822    1.06491    0.10962
1080.54027    1.13753    0.11186
1088.54427    2.04279    0.11820
1096.54827    2.61590    0.12563
1104.55228    1.72996    0.11831
1112.55628    2.10007    0.12231
1120.56028    1.75951    0.11530
1128.56428    2.23283    0.12388
1136.56828    2.52473    0.12548
1144.57229    3.48045    0.13592
1152.57629    3.27975    0.13258
1160.58029    2.70236    0.12773
1168.58429    2.67890    0.12490
1176.58829    3.07119    0.12976
1184.59230    4.26437    0.14254
1192.59630    3.64033    0.13775
1200.60030    3.35019    0.13206
1208.60430    2.65525    0.12665
1216.60830    1.66455    0.11650
1224.61231    1.58237    0.11638
1232.61631    1.23950    0.11272
1240.62031    0.98102    0.10926
1248.62431    0.90313    0.10946
1256.62831    0.92989    0.10907
1440.72036   -0.07554    0.10141
1448.72436   -0.37590    0.09817
1456.72836    0.05424    0.10091
1464.73237   -0.22923    0.09845
1472.73637    0.36464    0.10356
1480.74037    0.66776    0.10568
1488.74437   -0.82931    0.09138
1496.74837   -0.00909    0.10005
1504.75238   -0.05594    0.09943
1512.75638   -0.14669    0.09910
1520.76038   -0.62355    0.09433
1528.76438   -1.12307    0.08993
1536.76838   -1.21377    0.08872
1544.77239   -0.98813    0.08967
1552.77639   -1.55174    0.08572
1560.78039   -2.44118    0.07839
1568.78439   -2.01016    0.07950
1576.78839   -2.52936    0.07555
1584.79240   -2.66049    0.07520
1592.79640   -1.46085    0.08591
1600.80040   -1.44092    0.08639
1608.80440   -1.08791    0.09000
1616.80840   -1.18382    0.08881
1800.90045   -2.59141    0.07509
1808.90445   -2.38047    0.07807
1816.90845   -1.66109    0.08636
1824.91246   -0.76552    0.09554
1832.91646   -0.85796    0.09266
1840.92046   -0.96482    0.09284
1848.92446   -1.59181    0.08810
1856.92846   -1.98962    0.08141
1864.93247   -1.21619    0.09007
1872.93647   -1.55566    0.08569
1880.94047   -1.94679    0.08233
1888.94447   -1.66487    0.08574
1896.94847   -2.15675    0.07910
1904.95248   -1.98777    0.08381
1912.95648   -2.02869    0.08331
1920.96048   -2.19326    0.08124
1928.96448   -2.40075    0.07941
1936.96848   -1.86725    0.08172
1944.97249   -2.52944    0.07757
1952.97649   -2.19010    0.08140
1960.98049   -1.91025    0.08313
1968.98449   -2.01313    0.08336
1976.98849   -1.52470    0.08642
