#Lag,CCF
-1000.0,0.15644034461335504
-998.5,0.16205804872380314
-997.0,0.15116791729228551
-995.5,0.1515785717067851
-994.0,0.16297911080969735
-992.5,0.1892268751513963
-991.0,0.15476747429620258
-989.5,0.1659066579348369
-988.0,0.17824378399576102
-986.5,0.17996237103395651
-985.0,0.18258077545810203
-983.5,0.1543432624354089
-982.0,0.1507646335722702
-980.5,0.1355924715151511
-979.0,0.1289798195164814
-977.5,0.12565593478189782
-976.0,0.12040201996804029
-974.5,0.11730903109355467
-973.0,0.11251867946680726
-971.5,0.09967901867167935
-970.0,0.10017213663217242
-968.5,0.08713043735030414
-967.0,0.09806449175328374
-965.5,0.09841784261082706
-964.0,0.09772163246792272
-962.5,0.07721139644832242
-961.0,0.10623137261739234
-959.5,0.10016190022842777
-958.0,0.09113306526492769
-956.5,0.09121274841289717
-955.0,0.08785375605118378
-953.5,0.07987227544207445
-952.0,0.06857819468293556
-950.5,0.06416177331678977
-949.0,0.060820365690422325
-947.5,0.05386794428415244
-946.0,0.0481825696675529
-944.5,0.03844775638973413
-943.0,0.03441184806748624
-941.5,0.028402935573545847
-940.0,0.032196597896067325
-938.5,0.02312785352005136
-937.0,0.02979177899285209
-935.5,0.023661049643702324
-934.0,0.02700269024742149
-932.5,0.0164199815579033
-931.0,0.0014014945466275242
-929.5,0.015994883117787226
-928.0,0.009023811156694518
-926.5,0.0034318431446652004
-925.0,-0.007862473057007574
-923.5,-0.005438271621141841
-922.0,-0.015486365762391735
-920.5,-0.033319211592200276
-919.0,-0.039817768922216404
-917.5,-0.06282234698347394
-916.0,-0.06254812137296704
-914.5,-0.0615800476642776
-913.0,-0.0657121965380614
-911.5,-0.0749023122808059
-910.0,-0.06881735349028725
-908.5,-0.08806333902671162
-907.0,-0.09390705269715419
-905.5,-0.1092486561061854
-904.0,-0.10026337213751998
-902.5,-0.10096409443370274
-901.0,-0.07082361674559057
-899.5,-0.057993265685260864
-898.0,-0.08087141020024377
-896.5,-0.08588118280581847
-895.0,-0.09626667225000632
-893.5,-0.1155845857891331
-892.0,-0.12309211952618268
-890.5,-0.13079365402225368
-889.0,-0.1338792212126817
-887.5,-0.11044604256364085
-886.0,-0.12257384769261145
-884.5,-0.13475415025978116
-883.0,-0.14453249530910603
-881.5,-0.12816071860055317
-880.0,-0.1314701853671514
-878.5,-0.14954591630579292
-877.0,-0.14595446878984042
-875.5,-0.14673733257864494
-874.0,-0.14576885942365841
-872.5,-0.14185661484262085
-871.0,-0.14052250260987817
-869.5,-0.14740153437908884
-868.0,-0.17700942063019426
-866.5,-0.18729218417388263
-865.0,-0.1827920458449441
-863.5,-0.19518425625119024
-862.0,-0.2115585322174188
-860.5,-0.1921611222605533
-859.0,-0.1938557066115027
-857.5,-0.21750943742444828
-856.0,-0.23233973357489277
-854.5,-0.21714663523391672
-853.0,-0.23112847778188747
-851.5,-0.24637608990362983
-850.0,-0.2539024941488222
-848.5,-0.269977452398778
-847.0,-0.2796156926473407
-845.5,-0.2580511160685583
-844.0,-0.2692061738334052
-842.5,-0.2837202459193771
-841.0,-0.2928781869455641
-839.5,-0.30202817539860877
-838.0,-0.2964278434359073
-836.5,-0.291752887152502
-835.0,-0.29893143494798163
-833.5,-0.28557495715398007
-832.0,-0.28990622211573225
-830.5,-0.27793899870417826
-829.0,-0.3071951234234238
-827.5,-0.2628743456451865
-826.0,-0.24515731232917595
-824.5,-0.2658647927768418
-823.0,-0.2814763839846337
-821.5,-0.28026490228204276
-820.0,-0.2946587719426325
-818.5,-0.28179152904436233
-817.0,-0.29539777920623717
-815.5,-0.3088924134518053
-814.0,-0.32003367698361807
-812.5,-0.3075641324771978
-811.0,-0.291468104429101
-809.5,-0.27452102396748185
-808.0,-0.3155725857811589
-806.5,-0.31949610683943114
-805.0,-0.3283294960661677
-803.5,-0.31902295975602757
-802.0,-0.3181696589695643
-800.5,-0.3336634892980751
-799.0,-0.36364364021760365
-797.5,-0.3378072507010865
-796.0,-0.34445825826090726
-794.5,-0.3705033799676378
-793.0,-0.39621880347529337
-791.5,-0.38582644233839436
-790.0,-0.3989435934665947
-788.5,-0.39624762971439886
-787.0,-0.3709406784240602
-785.5,-0.3972164637277114
-784.0,-0.39667839304390157
-782.5,-0.41707793073775323
-781.0,-0.39448698817096106
-779.5,-0.39242344986699074
-778.0,-0.41384969965751506
-776.5,-0.4087818061225029
-775.0,-0.3939350441639554
-773.5,-0.4064675346990494
-772.0,-0.4049070378967158
-770.5,-0.41046366856248606
-769.0,-0.4085044415575599
-767.5,-0.4385814492859351
-766.0,-0.45325660652082744
-764.5,-0.4625346699486692
-763.0,-0.4529722844113509
