#sigma,tau,jitter
0.5463013884874428,430.39199035399304,4.8720135647186356e-05
0.45382699103723884,247.96256598203277,6.0088280626791076e-05
0.5606389278323108,454.38482735982194,4.986548085710099e-05
0.485760795336635,341.4223235509209,5.813563894405175e-05
0.43809942286807996,293.73119989363147,6.257439057499303e-05
0.33071130011924765,183.03418938695424,9.206314421035633e-05
0.3681572036546322,235.76888002153686,0.00010125909705494289
0.4300476297673549,308.59606355709764,6.23294154655444e-05
0.5557502923151356,363.3300482633725,4.630269892676807e-05
0.40493807116183,227.33202581671884,7.537884655655127e-05
0.5122187458129503,375.1701151519125,5.351619468491722e-05
0.4599867139999531,232.41666685051578,5.9164308142953046e-05
0.617231144618665,598.5528950293361,4.580899106328438e-05
0.485760795336635,341.4223235509209,5.813563894405175e-05
0.34890196489409564,183.07931502966807,7.69745954381533e-05
0.33071130011924765,183.03418938695424,9.206314421035633e-05
0.3681572036546322,235.76888002153686,0.00010125909705494289
0.43871911706715006,283.70622632055984,6.137329494842988e-05
0.466087971439267,302.03534078880085,6.468403522029014e-05
0.39181239594982237,207.53702442199847,8.202783212169892e-05
0.47623581599420794,321.2165120547889,5.951021089785905e-05
0.4599867139999531,232.41666685051578,5.9164308142953046e-05
0.5047188520512949,394.10523378560515,5.501299480509822e-05
0.5612175072303031,448.1108251903024,5.1434178854838304e-05
0.34890196489409564,183.07931502966807,7.69745954381533e-05
0.33071130011924765,183.03418938695424,9.206314421035633e-05
0.3681572036546322,235.76888002153686,0.00010125909705494289
0.4679984673686358,339.18947193666145,5.1999631806842875e-05
0.45989417516336945,290.7027561355877,6.8121604557026e-05
0.39645206773057706,202.59307041637845,7.882597847876137e-05
0.4545919371654356,292.30709889636057,6.20203533047508e-05
0.4411045861788359,225.47024265725176,6.258264520187994e-05
0.4876628240153662,352.1770268368285,5.953522705003289e-05
0.5612175072303031,448.1108251903024,5.1434178854838304e-05
0.34890196489409564,183.07931502966807,7.69745954381533e-05
0.3366787319204001,183.04925950317167,8.672059212379139e-05
0.39419715655596166,261.50115564617175,8.375310828403665e-05
0.509543250976345,405.50825610928905,4.641589620398727e-05
0.4581636386360627,287.13879197248775,6.871433478124376e-05
0.3442860522839188,146.78304045932984,9.374236063634484e-05
0.42567769535340916,255.84063018900045,6.574842590069905e-05
0.4414029479724684,226.40087850935987,6.2668734635601e-05
0.5076118022023447,401.54480650463546,5.4295176566879276e-05
0.5612175072303031,448.1108251903024,5.1434178854838304e-05
0.34404407011653493,177.76786069654824,7.842968958631141e-05
0.3366787319204001,183.04925950317167,8.672059212379139e-05
0.35962009572205816,223.5252328438027,0.00010343943139865109
0.509543250976345,405.50825610928905,4.641589620398727e-05
0.49686984885292895,328.8883285655745,6.618915744442795e-05
0.3354409364123989,140.269456340425,9.778084092939188e-05
0.41302339943796573,242.97306460379963,6.741273494676871e-05
0.4414029479724684,226.40087850935987,6.2668734635601e-05
0.5238887887564755,445.2307743131834,5.0496558464611265e-05
0.5612175072303031,448.1108251903024,5.1434178854838304e-05
0.34404407011653493,177.76786069654824,7.842968958631141e-05
0.3366787319204001,183.04925950317167,8.672059212379139e-05
0.40778049944340955,272.0352220929387,8.491787785097759e-05
0.49821744343862884,349.49580757287725,5.5812162066006e-05
0.4735900653450686,249.94593384182835,8.458463567217727e-05
0.3354409364123989,140.269456340425,9.778084092939188e-05
0.41011348140999826,240.6042502586424,6.800266783588054e-05
0.4414029479724684,226.40087850935987,6.2668734635601e-05
0.5399203691005722,480.27445632802255,4.867976073479366e-05
0.594624607732015,528.1732794712957,4.9044881679262375e-05
0.34404407011653493,177.76786069654824,7.842968958631141e-05
0.3366276401162413,181.05254487956765,8.715057246140208e-05
0.40778049944340955,272.0352220929387,8.491787785097759e-05
0.49821744343862884,349.49580757287725,5.5812162066006e-05
0.46434744750720347,248.64541224790787,8.209426493244427e-05
0.3354409364123989,140.269456340425,9.778084092939188e-05
0.41011348140999826,240.6042502586424,6.800266783588054e-05
0.4414029479724684,226.40087850935987,6.2668734635601e-05
0.5399203691005722,480.27445632802255,4.867976073479366e-05
0.594624607732015,528.1732794712957,4.9044881679262375e-05
0.34404407011653493,177.76786069654824,7.842968958631141e-05
0.3366276401162413,181.05254487956765,8.715057246140208e-05
0.3839950677355654,234.03882946102627,8.256443082933422e-05
0.48761382696907285,335.36515022074127,5.704446479618018e-05
0.46434744750720347,248.64541224790787,8.209426493244427e-05
0.3354138016229441,139.4517804851708,9.803897049170435e-05
0.3590317432711796,175.67125825645167,7.803600877580288e-05
0.4196940479935542,215.58700156797903,6.557967838811056e-05
0.5289764852842033,439.1995774594182,5.226020315997881e-05
0.5735989277708553,499.0258108857895,5.001266634789789e-05
0.3122441064310684,149.0026729093932,8.569016105951977e-05
0.3366276401162413,181.05254487956765,8.715057246140208e-05
0.3839950677355654,234.03882946102627,8.256443082933422e-05
0.48761382696907285,335.36515022074127,5.704446479618018e-05
0.4275678770524751,226.7135458164905,8.106905663205265e-05
0.33432421200771184,110.22983315706868,0.00010900628737266807
0.3590317432711796,175.67125825645167,7.803600877580288e-05
0.4252622402699368,218.36223320370678,6.480612531916355e-05
0.4689133285151293,305.46315559066363,6.339274697289447e-05
0.4562293912326434,299.616266328514,6.215720490775692e-05
0.3186056718300915,153.5775333047983,8.538479925650543e-05
0.3366276401162413,181.05254487956765,8.715057246140208e-05
0.35119824602881433,218.30280839845346,0.00010026253264243317
0.4280956042752534,254.7404734615325,6.517535041081263e-05
0.41545807381539435,228.64891091960564,8.146611203493296e-05
0.33432421200771184,110.22983315706868,0.00010900628737266807
0.3590317432711796,175.67125825645167,7.803600877580288e-05
0.42646074893576175,217.15275034062236,6.304158732625823e-05
0.4689133285151293,305.46315559066363,6.339274697289447e-05
0.47016825548033986,345.87405760612427,6.176677028644199e-05
0.3186056718300915,153.5775333047983,8.538479925650543e-05
0.3366276401162413,181.05254487956765,8.715057246140208e-05
0.3789449914006682,246.1224694631769,8.836970873462481e-05
0.4192415860458091,245.7814221348325,6.643275026469268e-05
0.40847238053390655,236.43054175328686,9.620886075530451e-05
0.33432421200771184,110.22983315706868,0.00010900628737266807
0.3577794772750913,181.82175034099276,8.119595611842643e-05
0.4234034754535394,220.25819362560424,6.76513775212806e-05
0.5866394532147132,434.98374010169783,5.112357611827656e-05
0.46171479003349586,340.8553280656042,6.264021040980192e-05
0.3441691136290578,175.60212050685416,8.86096911544187e-05
0.3489538384277639,196.91913972051498,8.611436394536254e-05
0.39445803223540754,262.2025777263715,8.267424884612231e-05
0.4192415860458091,245.7814221348325,6.643275026469268e-05
0.40847238053390655,236.43054175328686,9.620886075530451e-05
0.39855206011660127,169.2826336398931,8.603737498445498e-05
0.3577794772750913,181.82175034099276,8.119595611842643e-05
0.42410536687843053,219.53935260492585,6.6561113411287e-05
0.5686533228855322,403.1416300403595,5.33127940702516e-05
0.478286502337822,356.0808997301555,6.096645577772014e-05
0.3402368088658641,172.13293506373844,8.812192474565746e-05
0.3260912767677443,172.4341452887312,9.30091416647685e-05
0.39445803223540754,262.2025777263715,8.267424884612231e-05
0.5034578193700817,318.1892197217418,5.198946660828582e-05
0.4844581416903057,317.9517823412339,0.00010442539840308453
0.39570102098114773,169.4109566210527,8.613089818125793e-05
0.35351339992411684,177.7218682891167,8.243827270055658e-05
0.41117781267127274,236.84115533698323,7.301933427489391e-05
0.6337973361620257,504.7363602516926,4.9111901368190934e-05
0.4869070636390542,342.39746635468225,5.767643348004297e-05
0.32839802060011425,160.57012818659038,9.169886805221903e-05
0.29821556809583893,164.98682577910623,0.00010690939402807288
0.39445803223540754,262.2025777263715,8.267424884612231e-05
0.5034578193700817,318.1892197217418,5.198946660828582e-05
0.4830179099240526,316.3278132435668,0.00010530192577777794
0.40243830692573856,166.99792220506876,8.775636158370501e-05
0.36371150695016863,181.99130888230692,7.845431363898221e-05
0.41439251182120107,253.50969753478762,7.06121778255289e-05
0.6337973361620257,504.7363602516926,4.9111901368190934e-05
0.4869070636390542,342.39746635468225,5.767643348004297e-05
0.32839802060011425,160.57012818659038,9.169886805221903e-05
0.29821556809583893,164.98682577910623,0.00010690939402807288
0.3959015804424671,241.49272446649667,8.357866216647758e-05
0.5034578193700817,318.1892197217418,5.198946660828582e-05
0.4797175837850446,295.6197975381059,0.00017617663864636122
0.3999771902291091,191.7419720131938,8.616753543584371e-05
0.428076292518805,197.24797077082047,6.085816772419028e-05
0.41906512631037157,232.47750374143456,6.70806652345118e-05
0.5516496822019951,410.81800204707235,5.667484908419682e-05
0.49686518173514893,373.41130540500257,5.7191562486012075e-05
0.31702715289011385,152.69015931017194,9.630564177903545e-05
0.3025952156843707,164.3112033325944,0.00010445676223872394
0.3959015804424671,241.49272446649667,8.357866216647758e-05
0.5034578193700817,318.1892197217418,5.198946660828582e-05
0.48160506729734803,297.3932603116279,0.0001595357701341472
0.3966227432206415,176.64763606382004,0.0001005314808928025
0.4283796683841677,197.01148756931542,6.076613980867084e-05
0.4050230015921898,216.6320831053128,6.849740168654707e-05
0.5280201681749986,363.50274677053903,5.43805024272267e-05
0.5205331378646519,410.9172918909069,5.444563582781765e-05
0.31702715289011385,152.69015931017194,9.630564177903545e-05
0.4117227735392668,268.17854080530014,7.000361503782925e-05
0.3959419120485595,237.3028810744156,8.444712967863785e-05
0.560957683199455,438.6390707175348,4.6832517000407026e-05
0.4815341180400716,297.07371581997626,0.00016031061162713472
0.3966227432206415,176.64763606382004,0.0001005314808928025
0.4283796683841677,197.01148756931542,6.076613980867084e-05
0.3918362381679807,229.1208335633485,7.351582688673423e-05
0.5280201681749986,363.50274677053903,5.43805024272267e-05
0.5764270267792018,506.9516133732032,4.900983686244971e-05
0.3335931672397283,168.9237879313299,9.344908401422123e-05
0.4119152391399555,268.5710822920445,6.984676702554237e-05
0.4101657818972438,254.51204722283063,8.270347328297855e-05
0.560957683199455,438.6390707175348,4.6832517000407026e-05
0.47339080948516166,284.41777396658415,0.00018393569155661385
0.3966227432206415,176.64763606382004,0.0001005314808928025
